Year,Industry,Gas Type,Gas Name,Emissions,,,,,
2002,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,892.2",,,,,
2002,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"56,031.0",,,,,
2002,Construction,CH4,Methane,35.5,,,,,
2002,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,41.7,,,,,
2002,Transport and storage,CH4,Methane,299.6,,,,,
2002,Accommodation and food services,CH4,Methane,10.4,,,,,
2002,Information and communication,CH4,Methane,3.7,,,,,
2002,Financial and insurance activities,CH4,Methane,0.9,,,,,
2002,Real estate activities,CH4,Methane,2.2,,,,,
2002,"Professional, scientific and technical activities",CH4,Methane,7.5,,,,,
2002,Administrative and support service activities,CH4,Methane,9.1,,,,,
2002,Public administration and defence; compulsory social security,CH4,Methane,16.6,,,,,
2002,Education,CH4,Methane,8.8,,,,,
2002,Human health and social work activities,CH4,Methane,10.4,,,,,
2002,"Arts, entertainment and recreation",CH4,Methane,39.9,,,,,
2002,Other service activities,CH4,Methane,3.6,,,,,
2002,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.4,,,,,
2002,Consumer expenditure,CH4,Methane,"1,737.4",,,,,
2003,"Agriculture, forestry and fishing",CH4,Methane,"26,168.4",,,,,
2003,Mining and quarrying,CH4,Methane,"7,255.4",,,,,
2003,Manufacturing,CH4,Methane,280.9,,,,,
2003,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,634.6",,,,,
2003,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"52,449.6",,,,,
2003,Construction,CH4,Methane,33.4,,,,,
2003,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,39.5,,,,,
2003,Transport and storage,CH4,Methane,294.9,,,,,
2003,Accommodation and food services,CH4,Methane,11.1,,,,,
2003,Information and communication,CH4,Methane,3.2,,,,,
2003,Financial and insurance activities,CH4,Methane,0.8,,,,,
2003,Real estate activities,CH4,Methane,2.1,,,,,
2003,"Professional, scientific and technical activities",CH4,Methane,7.0,,,,,
2003,Administrative and support service activities,CH4,Methane,8.0,,,,,
2003,Public administration and defence; compulsory social security,CH4,Methane,16.5,,,,,
2003,Education,CH4,Methane,8.8,,,,,
2003,Human health and social work activities,CH4,Methane,9.5,,,,,
2003,"Arts, entertainment and recreation",CH4,Methane,41.8,,,,,
2003,Other service activities,CH4,Methane,3.4,,,,,
2003,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.3,,,,,
2003,Consumer expenditure,CH4,Methane,"1,632.9",,,,,
2004,"Agriculture, forestry and fishing",CH4,Methane,"26,400.5",,,,,
2004,Mining and quarrying,CH4,Methane,"6,732.8",,,,,
2004,Manufacturing,CH4,Methane,263.0,,,,,
2004,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,837.2",,,,,
2004,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"48,123.1",,,,,
2004,Construction,CH4,Methane,33.8,,,,,
2004,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,34.6,,,,,
2004,Transport and storage,CH4,Methane,291.4,,,,,
2004,Accommodation and food services,CH4,Methane,10.1,,,,,
2004,Information and communication,CH4,Methane,2.8,,,,,
2004,Financial and insurance activities,CH4,Methane,0.7,,,,,
2004,Real estate activities,CH4,Methane,2.0,,,,,
2004,"Professional, scientific and technical activities",CH4,Methane,6.8,,,,,
2004,Administrative and support service activities,CH4,Methane,7.3,,,,,
2004,Public administration and defence; compulsory social security,CH4,Methane,16.5,,,,,
2004,Education,CH4,Methane,8.7,,,,,
2004,Human health and social work activities,CH4,Methane,10.2,,,,,
2004,"Arts, entertainment and recreation",CH4,Methane,43.3,,,,,
2004,Other service activities,CH4,Methane,3.1,,,,,
2004,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.3,,,,,
2004,Consumer expenditure,CH4,Methane,"1,576.8",,,,,
2005,"Agriculture, forestry and fishing",CH4,Methane,"26,425.1",,,,,
2005,Mining and quarrying,CH4,Methane,"5,024.5",,,,,
2005,Manufacturing,CH4,Methane,237.5,,,,,
2005,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,856.3",,,,,
2005,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"45,506.8",,,,,
2005,Construction,CH4,Methane,32.2,,,,,
2005,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,32.4,,,,,
2005,Transport and storage,CH4,Methane,281.0,,,,,
2005,Accommodation and food services,CH4,Methane,9.9,,,,,
2005,Information and communication,CH4,Methane,2.6,,,,,
2005,Financial and insurance activities,CH4,Methane,0.7,,,,,
2005,Real estate activities,CH4,Methane,1.9,,,,,
2005,"Professional, scientific and technical activities",CH4,Methane,6.0,,,,,
2005,Administrative and support service activities,CH4,Methane,6.8,,,,,
2005,Public administration and defence; compulsory social security,CH4,Methane,13.8,,,,,
2005,Education,CH4,Methane,8.6,,,,,
2005,Human health and social work activities,CH4,Methane,12.3,,,,,
2005,"Arts, entertainment and recreation",CH4,Methane,45.3,,,,,
2005,Other service activities,CH4,Methane,3.0,,,,,
2005,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.3,,,,,
2005,Consumer expenditure,CH4,Methane,"1,465.4",,,,,
2006,"Agriculture, forestry and fishing",CH4,Methane,"25,908.5",,,,,
2006,Mining and quarrying,CH4,Methane,"4,574.5",,,,,
2006,Manufacturing,CH4,Methane,235.9,,,,,
2006,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,517.6",,,,,
2006,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"42,606.4",,,,,
2006,Construction,CH4,Methane,31.6,,,,,
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,35.5,,,,,
2006,Transport and storage,CH4,Methane,267.1,,,,,
2006,Accommodation and food services,CH4,Methane,10.0,,,,,
2006,Information and communication,CH4,Methane,2.2,,,,,
2006,Financial and insurance activities,CH4,Methane,0.6,,,,,
2006,Real estate activities,CH4,Methane,1.8,,,,,
2006,"Professional, scientific and technical activities",CH4,Methane,5.0,,,,,
2006,Administrative and support service activities,CH4,Methane,6.2,,,,,
2006,Public administration and defence; compulsory social security,CH4,Methane,12.8,,,,,
2006,Education,CH4,Methane,9.0,,,,,
2006,Human health and social work activities,CH4,Methane,10.2,,,,,
2006,"Arts, entertainment and recreation",CH4,Methane,44.4,,,,,
2006,Other service activities,CH4,Methane,2.7,,,,,
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.2,,,,,
2006,Consumer expenditure,CH4,Methane,"1,416.0",,,,,
2007,"Agriculture, forestry and fishing",CH4,Methane,"25,731.9",,,,,
2007,Mining and quarrying,CH4,Methane,"4,130.6",,,,,
2007,Manufacturing,CH4,Methane,251.8,,,,,
2007,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,499.8",,,,,
2007,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"39,451.7",,,,,
2007,Construction,CH4,Methane,31.6,,,,,
2007,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,34.7,,,,,
2007,Transport and storage,CH4,Methane,255.2,,,,,
2007,Accommodation and food services,CH4,Methane,9.6,,,,,
2007,Information and communication,CH4,Methane,2.0,,,,,
2007,Financial and insurance activities,CH4,Methane,0.6,,,,,
2007,Real estate activities,CH4,Methane,1.7,,,,,
2007,"Professional, scientific and technical activities",CH4,Methane,4.5,,,,,
2007,Administrative and support service activities,CH4,Methane,5.7,,,,,
2007,Public administration and defence; compulsory social security,CH4,Methane,11.9,,,,,
2007,Education,CH4,Methane,8.1,,,,,
2007,Human health and social work activities,CH4,Methane,9.8,,,,,
2007,"Arts, entertainment and recreation",CH4,Methane,44.2,,,,,
2007,Other service activities,CH4,Methane,2.4,,,,,
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.2,,,,,
2007,Consumer expenditure,CH4,Methane,"1,382.5",,,,,
2008,"Agriculture, forestry and fishing",CH4,Methane,"24,888.5",,,,,
2008,Mining and quarrying,CH4,Methane,"3,981.5",,,,,
2008,Manufacturing,CH4,Methane,220.5,,,,,
2008,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,230.7",,,,,
2008,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"34,988.7",,,,,
2008,Construction,CH4,Methane,29.8,,,,,
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,34.2,,,,,
2008,Transport and storage,CH4,Methane,238.1,,,,,
2008,Accommodation and food services,CH4,Methane,10.6,,,,,
2008,Information and communication,CH4,Methane,2.0,,,,,
2008,Financial and insurance activities,CH4,Methane,0.6,,,,,
2008,Real estate activities,CH4,Methane,2.0,,,,,
2008,"Professional, scientific and technical activities",CH4,Methane,4.8,,,,,
2008,Administrative and support service activities,CH4,Methane,5.6,,,,,
2008,Public administration and defence; compulsory social security,CH4,Methane,11.1,,,,,
2008,Education,CH4,Methane,7.5,,,,,
2008,Human health and social work activities,CH4,Methane,10.7,,,,,
2008,"Arts, entertainment and recreation",CH4,Methane,44.2,,,,,
2008,Other service activities,CH4,Methane,2.4,,,,,
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2008,Consumer expenditure,CH4,Methane,"1,367.5",,,,,
2009,"Agriculture, forestry and fishing",CH4,Methane,"24,617.5",,,,,
2009,Mining and quarrying,CH4,Methane,"4,039.5",,,,,
2009,Manufacturing,CH4,Methane,223.9,,,,,
2009,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"5,118.1",,,,,
2009,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"31,084.4",,,,,
2009,Construction,CH4,Methane,25.0,,,,,
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,31.9,,,,,
2009,Transport and storage,CH4,Methane,219.4,,,,,
2009,Accommodation and food services,CH4,Methane,8.6,,,,,
2009,Information and communication,CH4,Methane,1.5,,,,,
2009,Financial and insurance activities,CH4,Methane,0.5,,,,,
2009,Real estate activities,CH4,Methane,1.6,,,,,
2009,"Professional, scientific and technical activities",CH4,Methane,3.9,,,,,
2009,Administrative and support service activities,CH4,Methane,4.3,,,,,
2009,Public administration and defence; compulsory social security,CH4,Methane,9.3,,,,,
2009,Education,CH4,Methane,6.8,,,,,
2009,Human health and social work activities,CH4,Methane,10.2,,,,,
2009,"Arts, entertainment and recreation",CH4,Methane,43.6,,,,,
2009,Other service activities,CH4,Methane,1.8,,,,,
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2009,Consumer expenditure,CH4,Methane,"1,284.7",,,,,
2010,"Agriculture, forestry and fishing",CH4,Methane,"24,779.9",,,,,
2010,Mining and quarrying,CH4,Methane,"3,892.8",,,,,
2010,Manufacturing,CH4,Methane,241.1,,,,,
2010,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"4,986.9",,,,,
2010,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"26,415.5",,,,,
2010,Construction,CH4,Methane,26.2,,,,,
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,33.6,,,,,
2010,Transport and storage,CH4,Methane,209.2,,,,,
2010,Accommodation and food services,CH4,Methane,9.0,,,,,
2010,Information and communication,CH4,Methane,1.5,,,,,
2010,Financial and insurance activities,CH4,Methane,0.5,,,,,
2010,Real estate activities,CH4,Methane,1.8,,,,,
2010,"Professional, scientific and technical activities",CH4,Methane,3.9,,,,,
2010,Administrative and support service activities,CH4,Methane,4.2,,,,,
2010,Public administration and defence; compulsory social security,CH4,Methane,9.1,,,,,
2010,Education,CH4,Methane,7.3,,,,,
2010,Human health and social work activities,CH4,Methane,10.5,,,,,
2010,"Arts, entertainment and recreation",CH4,Methane,43.5,,,,,
2010,Other service activities,CH4,Methane,1.8,,,,,
2010,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2010,Consumer expenditure,CH4,Methane,"1,362.9",,,,,
2011,"Agriculture, forestry and fishing",CH4,Methane,"24,635.8",,,,,
2011,Mining and quarrying,CH4,Methane,"3,854.4",,,,,
2011,Manufacturing,CH4,Methane,232.3,,,,,
2011,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"4,724.6",,,,,
2011,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"24,334.5",,,,,
2011,Construction,CH4,Methane,24.9,,,,,
2011,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,27.2,,,,,
2011,Transport and storage,CH4,Methane,197.3,,,,,
2011,Accommodation and food services,CH4,Methane,7.8,,,,,
2011,Information and communication,CH4,Methane,1.3,,,,,
2011,Financial and insurance activities,CH4,Methane,0.4,,,,,
2011,Real estate activities,CH4,Methane,1.6,,,,,
2011,"Professional, scientific and technical activities",CH4,Methane,3.5,,,,,
2011,Administrative and support service activities,CH4,Methane,3.7,,,,,
2011,Public administration and defence; compulsory social security,CH4,Methane,8.1,,,,,
2011,Education,CH4,Methane,6.0,,,,,
2011,Human health and social work activities,CH4,Methane,9.2,,,,,
2011,"Arts, entertainment and recreation",CH4,Methane,42.9,,,,,
2011,Other service activities,CH4,Methane,1.5,,,,,
2011,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2011,Consumer expenditure,CH4,Methane,"1,265.4",,,,,
2012,"Agriculture, forestry and fishing",CH4,Methane,"24,564.2",,,,,
2012,Mining and quarrying,CH4,Methane,"3,970.6",,,,,
2012,Manufacturing,CH4,Methane,241.8,,,,,
2012,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"4,592.6",,,,,
2012,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"22,881.9",,,,,
2012,Construction,CH4,Methane,23.4,,,,,
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,21.8,,,,,
2012,Transport and storage,CH4,Methane,125.9,,,,,
2012,Accommodation and food services,CH4,Methane,8.1,,,,,
2012,Information and communication,CH4,Methane,1.3,,,,,
2012,Financial and insurance activities,CH4,Methane,0.5,,,,,
2012,Real estate activities,CH4,Methane,1.7,,,,,
2012,"Professional, scientific and technical activities",CH4,Methane,3.6,,,,,
2012,Administrative and support service activities,CH4,Methane,3.7,,,,,
2012,Public administration and defence; compulsory social security,CH4,Methane,8.1,,,,,
2012,Education,CH4,Methane,6.6,,,,,
2012,Human health and social work activities,CH4,Methane,10.2,,,,,
2012,"Arts, entertainment and recreation",CH4,Methane,42.6,,,,,
2012,Other service activities,CH4,Methane,1.6,,,,,
2012,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2012,Consumer expenditure,CH4,Methane,"1,272.6",,,,,
2013,"Agriculture, forestry and fishing",CH4,Methane,"24,434.9",,,,,
2013,Mining and quarrying,CH4,Methane,"2,980.4",,,,,
2013,Manufacturing,CH4,Methane,261.4,,,,,
2013,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"4,390.7",,,,,
2013,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"19,986.7",,,,,
2013,Construction,CH4,Methane,22.2,,,,,
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,23.2,,,,,
2013,Transport and storage,CH4,Methane,119.1,,,,,
2013,Accommodation and food services,CH4,Methane,8.6,,,,,
2013,Information and communication,CH4,Methane,1.2,,,,,
2013,Financial and insurance activities,CH4,Methane,0.5,,,,,
2013,Real estate activities,CH4,Methane,1.8,,,,,
2013,"Professional, scientific and technical activities",CH4,Methane,3.3,,,,,
2013,Administrative and support service activities,CH4,Methane,3.5,,,,,
2013,Public administration and defence; compulsory social security,CH4,Methane,7.3,,,,,
2013,Education,CH4,Methane,6.5,,,,,
2013,Human health and social work activities,CH4,Methane,11.1,,,,,
2013,"Arts, entertainment and recreation",CH4,Methane,42.2,,,,,
2013,Other service activities,CH4,Methane,1.6,,,,,
2013,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2013,Consumer expenditure,CH4,Methane,"1,303.4",,,,,
2014,"Agriculture, forestry and fishing",CH4,Methane,"25,102.8",,,,,
2014,Mining and quarrying,CH4,Methane,"2,858.9",,,,,
2014,Manufacturing,CH4,Methane,270.1,,,,,
2014,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"4,180.0",,,,,
2014,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"17,785.7",,,,,
2014,Construction,CH4,Methane,23.7,,,,,
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,22.1,,,,,
2014,Transport and storage,CH4,Methane,110.2,,,,,
2014,Accommodation and food services,CH4,Methane,7.7,,,,,
2014,Information and communication,CH4,Methane,1.0,,,,,
2014,Financial and insurance activities,CH4,Methane,0.4,,,,,
2014,Real estate activities,CH4,Methane,1.6,,,,,
2014,"Professional, scientific and technical activities",CH4,Methane,2.9,,,,,
2014,Administrative and support service activities,CH4,Methane,3.0,,,,,
2014,Public administration and defence; compulsory social security,CH4,Methane,6.4,,,,,
2014,Education,CH4,Methane,5.7,,,,,
2014,Human health and social work activities,CH4,Methane,9.7,,,,,
2014,"Arts, entertainment and recreation",CH4,Methane,41.6,,,,,
2014,Other service activities,CH4,Methane,1.4,,,,,
2014,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2014,Consumer expenditure,CH4,Methane,"1,211.0",,,,,
2015,"Agriculture, forestry and fishing",CH4,Methane,"25,217.8",,,,,
2015,Mining and quarrying,CH4,Methane,"2,501.1",,,,,
2015,Manufacturing,CH4,Methane,229.3,,,,,
2015,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"4,067.2",,,,,
2015,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"17,152.9",,,,,
2015,Construction,CH4,Methane,25.6,,,,,
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,20.3,,,,,
2015,Transport and storage,CH4,Methane,110.3,,,,,
2015,Accommodation and food services,CH4,Methane,8.4,,,,,
2015,Information and communication,CH4,Methane,1.1,,,,,
2015,Financial and insurance activities,CH4,Methane,0.4,,,,,
2015,Real estate activities,CH4,Methane,1.7,,,,,
2015,"Professional, scientific and technical activities",CH4,Methane,3.1,,,,,
2015,Administrative and support service activities,CH4,Methane,3.1,,,,,
2015,Public administration and defence; compulsory social security,CH4,Methane,6.2,,,,,
2015,Education,CH4,Methane,6.2,,,,,
2015,Human health and social work activities,CH4,Methane,9.4,,,,,
2015,"Arts, entertainment and recreation",CH4,Methane,41.3,,,,,
2015,Other service activities,CH4,Methane,1.6,,,,,
2015,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2015,Consumer expenditure,CH4,Methane,"1,243.5",,,,,
2016,"Agriculture, forestry and fishing",CH4,Methane,"25,124.5",,,,,
2016,Mining and quarrying,CH4,Methane,"1,636.6",,,,,
2016,Manufacturing,CH4,Methane,241.5,,,,,
2016,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"3,953.6",,,,,
2016,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"16,402.8",,,,,
2016,Construction,CH4,Methane,26.4,,,,,
2016,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,19.5,,,,,
2016,Transport and storage,CH4,Methane,126.8,,,,,
2016,Accommodation and food services,CH4,Methane,8.5,,,,,
2016,Information and communication,CH4,Methane,1.1,,,,,
2016,Financial and insurance activities,CH4,Methane,0.4,,,,,
2016,Real estate activities,CH4,Methane,1.7,,,,,
2016,"Professional, scientific and technical activities",CH4,Methane,3.1,,,,,
2016,Administrative and support service activities,CH4,Methane,3.1,,,,,
2016,Public administration and defence; compulsory social security,CH4,Methane,6.0,,,,,
2016,Education,CH4,Methane,6.1,,,,,
2016,Human health and social work activities,CH4,Methane,9.8,,,,,
2016,"Arts, entertainment and recreation",CH4,Methane,41.3,,,,,
2016,Other service activities,CH4,Methane,1.6,,,,,
2016,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2016,Consumer expenditure,CH4,Methane,"1,271.9",,,,,
2017,"Agriculture, forestry and fishing",CH4,Methane,"25,227.2",,,,,
2017,Mining and quarrying,CH4,Methane,"1,630.4",,,,,
2017,Manufacturing,CH4,Methane,229.9,,,,,
2017,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"3,873.2",,,,,
2017,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"16,784.1",,,,,
2017,Construction,CH4,Methane,30.3,,,,,
2017,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,18.3,,,,,
2017,Transport and storage,CH4,Methane,129.3,,,,,
2017,Accommodation and food services,CH4,Methane,8.4,,,,,
2017,Information and communication,CH4,Methane,1.0,,,,,
2017,Financial and insurance activities,CH4,Methane,0.4,,,,,
2017,Real estate activities,CH4,Methane,1.7,,,,,
2017,"Professional, scientific and technical activities",CH4,Methane,3.0,,,,,
2017,Administrative and support service activities,CH4,Methane,3.0,,,,,
2017,Public administration and defence; compulsory social security,CH4,Methane,5.8,,,,,
2017,Education,CH4,Methane,6.1,,,,,
2017,Human health and social work activities,CH4,Methane,9.1,,,,,
2017,"Arts, entertainment and recreation",CH4,Methane,41.3,,,,,
2017,Other service activities,CH4,Methane,1.5,,,,,
2017,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2017,Consumer expenditure,CH4,Methane,"1,275.7",,,,,
2018,"Agriculture, forestry and fishing",CH4,Methane,"24,747.6",,,,,
2018,Mining and quarrying,CH4,Methane,"1,688.3",,,,,
2018,Manufacturing,CH4,Methane,223.1,,,,,
2018,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"3,784.8",,,,,
2018,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"16,775.3",,,,,
2018,Construction,CH4,Methane,31.1,,,,,
2018,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,16.6,,,,,
2018,Transport and storage,CH4,Methane,109.2,,,,,
2018,Accommodation and food services,CH4,Methane,8.2,,,,,
2018,Information and communication,CH4,Methane,1.0,,,,,
2018,Financial and insurance activities,CH4,Methane,0.4,,,,,
2018,Real estate activities,CH4,Methane,1.7,,,,,
2018,"Professional, scientific and technical activities",CH4,Methane,2.9,,,,,
2018,Administrative and support service activities,CH4,Methane,2.9,,,,,
2018,Public administration and defence; compulsory social security,CH4,Methane,5.8,,,,,
2018,Education,CH4,Methane,5.8,,,,,
2018,Human health and social work activities,CH4,Methane,9.5,,,,,
2018,"Arts, entertainment and recreation",CH4,Methane,41.2,,,,,
2018,Other service activities,CH4,Methane,1.5,,,,,
2018,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2018,Consumer expenditure,CH4,Methane,"1,306.9",,,,,
2019,"Agriculture, forestry and fishing",CH4,Methane,"24,793.5",,,,,
2019,Mining and quarrying,CH4,Methane,"1,579.1",,,,,
2019,Manufacturing,CH4,Methane,247.7,,,,,
2019,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"3,703.5",,,,,
2019,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"16,625.2",,,,,
2019,Construction,CH4,Methane,31.4,,,,,
2019,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,15.6,,,,,
2019,Transport and storage,CH4,Methane,101.9,,,,,
2019,Accommodation and food services,CH4,Methane,8.3,,,,,
2019,Information and communication,CH4,Methane,1.0,,,,,
2019,Financial and insurance activities,CH4,Methane,0.4,,,,,
2019,Real estate activities,CH4,Methane,1.7,,,,,
2019,"Professional, scientific and technical activities",CH4,Methane,3.0,,,,,
2019,Administrative and support service activities,CH4,Methane,3.0,,,,,
2019,Public administration and defence; compulsory social security,CH4,Methane,5.8,,,,,
2019,Education,CH4,Methane,5.7,,,,,
2019,Human health and social work activities,CH4,Methane,9.0,,,,,
2019,"Arts, entertainment and recreation",CH4,Methane,41.3,,,,,
2019,Other service activities,CH4,Methane,1.5,,,,,
2019,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2019,Consumer expenditure,CH4,Methane,"1,285.9",,,,,
2020,"Agriculture, forestry and fishing",CH4,Methane,"24,461.8",,,,,
2020,Mining and quarrying,CH4,Methane,"1,326.6",,,,,
2020,Manufacturing,CH4,Methane,249.0,,,,,
2020,"Electricity, gas, steam and air conditioning supply",CH4,Methane,"3,512.2",,,,,
2020,"Water supply; sewerage, waste management and remediation activities",CH4,Methane,"15,364.1",,,,,
2020,Construction,CH4,Methane,28.8,,,,,
2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,CH4,Methane,13.8,,,,,
2020,Transport and storage,CH4,Methane,93.0,,,,,
2020,Accommodation and food services,CH4,Methane,7.2,,,,,
2020,Information and communication,CH4,Methane,0.9,,,,,
2020,Financial and insurance activities,CH4,Methane,0.4,,,,,
2020,Real estate activities,CH4,Methane,1.7,,,,,
2020,"Professional, scientific and technical activities",CH4,Methane,2.7,,,,,
2020,Administrative and support service activities,CH4,Methane,2.7,,,,,
2020,Public administration and defence; compulsory social security,CH4,Methane,5.4,,,,,
2020,Education,CH4,Methane,5.4,,,,,
2020,Human health and social work activities,CH4,Methane,8.8,,,,,
2020,"Arts, entertainment and recreation",CH4,Methane,41.1,,,,,
2020,Other service activities,CH4,Methane,1.4,,,,,
2020,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,CH4,Methane,0.1,,,,,
2020,Consumer expenditure,CH4,Methane,"1,266.8",,,,,
1990,"Agriculture, forestry and fishing",N20,Nitrous Oxide,"17,980.7",,,,,
1990,Mining and quarrying,N20,Nitrous Oxide,393.3,,,,,
1990,Manufacturing,N20,Nitrous Oxide,"24,214.8",,,,,
1990,"Electricity, gas, steam and air conditioning supply",N20,Nitrous Oxide,"1,133.3",,,,,
1990,"Water supply; sewerage, waste management and remediation activities",N20,Nitrous Oxide,945.2,,,,,
1990,Construction,N20,Nitrous Oxide,88.3,,,,,
1990,Wholesale and retail trade; repair of motor vehicles and motorcycles,N20,Nitrous Oxide,102.6,,,,,
1990,Transport and storage,N20,Nitrous Oxide,712.5,,,,,
1990,Accommodation and food services,N20,Nitrous Oxide,8.3,,,,,
1990,Information and communication,N20,Nitrous Oxide,8.2,,,,,
1990,Financial and insurance activities,N20,Nitrous Oxide,1.6,,,,,
1990,Real estate activities,N20,Nitrous Oxide,3.4,,,,,
1990,"Professional, scientific and technical activities",N20,Nitrous Oxide,14.7,,,,,
1990,Administrative and support service activities,N20,Nitrous Oxide,19.4,,,,,
1990,Public administration and defence; compulsory social security,N20,Nitrous Oxide,87.3,,,,,
1990,Education,N20,Nitrous Oxide,18.7,,,,,
1990,Human health and social work activities,N20,Nitrous Oxide,534.4,,,,,
1990,"Arts, entertainment and recreation",N20,Nitrous Oxide,66.8,,,,,
1990,Other service activities,N20,Nitrous Oxide,6.2,,,,,
1990,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,N20,Nitrous Oxide,0.4,,,,,
1990,Consumer expenditure,N20,Nitrous Oxide,"1,138.0",,,,,
1991,"Agriculture, forestry and fishing",N20,Nitrous Oxide,"18,056.3",,,,,
1991,Mining and quarrying,N20,Nitrous Oxide,387.9,,,,,
1991,Manufacturing,N20,Nitrous Oxide,"24,381.3",,,,,
1991,"Electricity, gas, steam and air conditioning supply",N20,Nitrous Oxide,"1,117.8",,,,,
1991,"Water supply; sewerage, waste management and remediation activities",N20,Nitrous Oxide,954.0,,,,,
