Year,Industry,Gas Type,Gas Name,Emissions,,,,,
1993,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1993,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1993,Manufacturing,PFC,Perfluorocarbons,597.2,,,,,
1993,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1993,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1993,Construction,PFC,Perfluorocarbons,0.0,,,,,
1993,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1993,Transport and storage,PFC,Perfluorocarbons,0.0,,,,,
1993,Accommodation and food services,PFC,Perfluorocarbons,0.0,,,,,
1993,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
1993,Financial and insurance activities,PFC,Perfluorocarbons,0.0,,,,,
1993,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
1993,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.0,,,,,
1993,Administrative and support service activities,PFC,Perfluorocarbons,0.0,,,,,
1993,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.0,,,,,
1993,Education,PFC,Perfluorocarbons,0.0,,,,,
1993,Human health and social work activities,PFC,Perfluorocarbons,0.0,,,,,
1993,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
1993,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
1993,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1993,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
1994,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1994,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1994,Manufacturing,PFC,Perfluorocarbons,605.0,,,,,
1994,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1994,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1994,Construction,PFC,Perfluorocarbons,0.0,,,,,
1994,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1994,Transport and storage,PFC,Perfluorocarbons,0.0,,,,,
1994,Accommodation and food services,PFC,Perfluorocarbons,0.0,,,,,
1994,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
1994,Financial and insurance activities,PFC,Perfluorocarbons,0.0,,,,,
1994,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
1994,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.0,,,,,
1994,Administrative and support service activities,PFC,Perfluorocarbons,0.0,,,,,
1994,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.0,,,,,
1994,Education,PFC,Perfluorocarbons,0.0,,,,,
1994,Human health and social work activities,PFC,Perfluorocarbons,0.0,,,,,
1994,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
1994,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
1994,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1994,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
1995,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1995,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1995,Manufacturing,PFC,Perfluorocarbons,589.1,,,,,
1995,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1995,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1995,Construction,PFC,Perfluorocarbons,0.0,,,,,
1995,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1995,Transport and storage,PFC,Perfluorocarbons,0.0,,,,,
1995,Accommodation and food services,PFC,Perfluorocarbons,0.0,,,,,
1995,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
1995,Financial and insurance activities,PFC,Perfluorocarbons,0.0,,,,,
1995,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
1995,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.0,,,,,
1995,Administrative and support service activities,PFC,Perfluorocarbons,0.0,,,,,
1995,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.0,,,,,
1995,Education,PFC,Perfluorocarbons,0.0,,,,,
1995,Human health and social work activities,PFC,Perfluorocarbons,0.1,,,,,
1995,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
1995,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
1995,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1995,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
1996,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1996,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1996,Manufacturing,PFC,Perfluorocarbons,586.6,,,,,
1996,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1996,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1996,Construction,PFC,Perfluorocarbons,0.0,,,,,
1996,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1996,Transport and storage,PFC,Perfluorocarbons,0.1,,,,,
1996,Accommodation and food services,PFC,Perfluorocarbons,0.1,,,,,
1996,Information and communication,PFC,Perfluorocarbons,0.1,,,,,
1996,Financial and insurance activities,PFC,Perfluorocarbons,0.1,,,,,
1996,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
1996,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.1,,,,,
1996,Administrative and support service activities,PFC,Perfluorocarbons,0.1,,,,,
1996,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.1,,,,,
1996,Education,PFC,Perfluorocarbons,0.1,,,,,
1996,Human health and social work activities,PFC,Perfluorocarbons,0.2,,,,,
1996,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
1996,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
1996,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1996,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
1997,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1997,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1997,Manufacturing,PFC,Perfluorocarbons,490.8,,,,,
1997,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1997,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1997,Construction,PFC,Perfluorocarbons,0.0,,,,,
1997,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1997,Transport and storage,PFC,Perfluorocarbons,0.2,,,,,
1997,Accommodation and food services,PFC,Perfluorocarbons,0.2,,,,,
1997,Information and communication,PFC,Perfluorocarbons,0.1,,,,,
1997,Financial and insurance activities,PFC,Perfluorocarbons,0.2,,,,,
1997,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
1997,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.2,,,,,
1997,Administrative and support service activities,PFC,Perfluorocarbons,0.3,,,,,
1997,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.2,,,,,
1997,Education,PFC,Perfluorocarbons,0.3,,,,,
1997,Human health and social work activities,PFC,Perfluorocarbons,0.4,,,,,
1997,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.1,,,,,
1997,Other service activities,PFC,Perfluorocarbons,0.1,,,,,
1997,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1997,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
1998,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1998,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1998,Manufacturing,PFC,Perfluorocarbons,475.4,,,,,
1998,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1998,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1998,Construction,PFC,Perfluorocarbons,0.0,,,,,
1998,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1998,Transport and storage,PFC,Perfluorocarbons,0.2,,,,,
1998,Accommodation and food services,PFC,Perfluorocarbons,0.3,,,,,
1998,Information and communication,PFC,Perfluorocarbons,0.2,,,,,
1998,Financial and insurance activities,PFC,Perfluorocarbons,0.2,,,,,
1998,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
1998,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.3,,,,,
1998,Administrative and support service activities,PFC,Perfluorocarbons,0.4,,,,,
1998,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.3,,,,,
1998,Education,PFC,Perfluorocarbons,0.4,,,,,
1998,Human health and social work activities,PFC,Perfluorocarbons,0.5,,,,,
1998,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.1,,,,,
1998,Other service activities,PFC,Perfluorocarbons,0.1,,,,,
1998,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1998,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
1999,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
1999,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
1999,Manufacturing,PFC,Perfluorocarbons,450.1,,,,,
1999,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
1999,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
1999,Construction,PFC,Perfluorocarbons,0.0,,,,,
1999,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
1999,Transport and storage,PFC,Perfluorocarbons,0.3,,,,,
1999,Accommodation and food services,PFC,Perfluorocarbons,0.5,,,,,
1999,Information and communication,PFC,Perfluorocarbons,0.3,,,,,
1999,Financial and insurance activities,PFC,Perfluorocarbons,0.3,,,,,
1999,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
1999,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.4,,,,,
1999,Administrative and support service activities,PFC,Perfluorocarbons,0.5,,,,,
1999,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.4,,,,,
1999,Education,PFC,Perfluorocarbons,0.5,,,,,
1999,Human health and social work activities,PFC,Perfluorocarbons,0.7,,,,,
1999,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.1,,,,,
1999,Other service activities,PFC,Perfluorocarbons,0.2,,,,,
1999,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
1999,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2000,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2000,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2000,Manufacturing,PFC,Perfluorocarbons,567.1,,,,,
2000,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2000,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.1,,,,,
2000,Construction,PFC,Perfluorocarbons,0.0,,,,,
2000,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2000,Transport and storage,PFC,Perfluorocarbons,0.3,,,,,
2000,Accommodation and food services,PFC,Perfluorocarbons,0.5,,,,,
2000,Information and communication,PFC,Perfluorocarbons,0.3,,,,,
2000,Financial and insurance activities,PFC,Perfluorocarbons,0.3,,,,,
2000,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
2000,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.5,,,,,
2000,Administrative and support service activities,PFC,Perfluorocarbons,0.6,,,,,
2000,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.4,,,,,
2000,Education,PFC,Perfluorocarbons,0.6,,,,,
2000,Human health and social work activities,PFC,Perfluorocarbons,0.8,,,,,
2000,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.2,,,,,
2000,Other service activities,PFC,Perfluorocarbons,0.2,,,,,
2000,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2000,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2001,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2001,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2001,Manufacturing,PFC,Perfluorocarbons,466.9,,,,,
2001,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2001,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.2,,,,,
2001,Construction,PFC,Perfluorocarbons,0.0,,,,,
2001,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2001,Transport and storage,PFC,Perfluorocarbons,0.3,,,,,
2001,Accommodation and food services,PFC,Perfluorocarbons,0.5,,,,,
2001,Information and communication,PFC,Perfluorocarbons,0.3,,,,,
2001,Financial and insurance activities,PFC,Perfluorocarbons,0.3,,,,,
2001,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
2001,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.5,,,,,
2001,Administrative and support service activities,PFC,Perfluorocarbons,0.6,,,,,
2001,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.4,,,,,
2001,Education,PFC,Perfluorocarbons,0.6,,,,,
2001,Human health and social work activities,PFC,Perfluorocarbons,0.8,,,,,
2001,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.2,,,,,
2001,Other service activities,PFC,Perfluorocarbons,0.2,,,,,
2001,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2001,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2002,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2002,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2002,Manufacturing,PFC,Perfluorocarbons,392.7,,,,,
2002,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2002,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.3,,,,,
2002,Construction,PFC,Perfluorocarbons,0.0,,,,,
2002,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2002,Transport and storage,PFC,Perfluorocarbons,0.3,,,,,
2002,Accommodation and food services,PFC,Perfluorocarbons,0.5,,,,,
2002,Information and communication,PFC,Perfluorocarbons,0.3,,,,,
2002,Financial and insurance activities,PFC,Perfluorocarbons,0.3,,,,,
2002,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
2002,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.4,,,,,
2002,Administrative and support service activities,PFC,Perfluorocarbons,0.5,,,,,
2002,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.4,,,,,
2002,Education,PFC,Perfluorocarbons,0.6,,,,,
2002,Human health and social work activities,PFC,Perfluorocarbons,0.8,,,,,
2002,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.2,,,,,
2002,Other service activities,PFC,Perfluorocarbons,0.2,,,,,
2002,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2002,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2003,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2003,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2003,Manufacturing,PFC,Perfluorocarbons,343.9,,,,,
2003,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2003,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.4,,,,,
2003,Construction,PFC,Perfluorocarbons,0.0,,,,,
2003,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2003,Transport and storage,PFC,Perfluorocarbons,0.3,,,,,
2003,Accommodation and food services,PFC,Perfluorocarbons,0.5,,,,,
2003,Information and communication,PFC,Perfluorocarbons,0.2,,,,,
2003,Financial and insurance activities,PFC,Perfluorocarbons,0.3,,,,,
2003,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
2003,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.4,,,,,
2003,Administrative and support service activities,PFC,Perfluorocarbons,0.5,,,,,
2003,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.3,,,,,
2003,Education,PFC,Perfluorocarbons,0.6,,,,,
2003,Human health and social work activities,PFC,Perfluorocarbons,0.7,,,,,
2003,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.2,,,,,
2003,Other service activities,PFC,Perfluorocarbons,0.2,,,,,
2003,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2003,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2004,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2004,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2004,Manufacturing,PFC,Perfluorocarbons,435.8,,,,,
2004,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2004,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.4,,,,,
2004,Construction,PFC,Perfluorocarbons,0.0,,,,,
2004,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2004,Transport and storage,PFC,Perfluorocarbons,0.2,,,,,
2004,Accommodation and food services,PFC,Perfluorocarbons,0.4,,,,,
2004,Information and communication,PFC,Perfluorocarbons,0.2,,,,,
2004,Financial and insurance activities,PFC,Perfluorocarbons,0.2,,,,,
2004,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
2004,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.3,,,,,
2004,Administrative and support service activities,PFC,Perfluorocarbons,0.4,,,,,
2004,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.3,,,,,
2004,Education,PFC,Perfluorocarbons,0.5,,,,,
2004,Human health and social work activities,PFC,Perfluorocarbons,0.6,,,,,
2004,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.1,,,,,
2004,Other service activities,PFC,Perfluorocarbons,0.1,,,,,
2004,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2004,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2005,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2005,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2005,Manufacturing,PFC,Perfluorocarbons,388.9,,,,,
2005,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2005,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.4,,,,,
2005,Construction,PFC,Perfluorocarbons,0.0,,,,,
2005,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2005,Transport and storage,PFC,Perfluorocarbons,0.2,,,,,
2005,Accommodation and food services,PFC,Perfluorocarbons,0.3,,,,,
2005,Information and communication,PFC,Perfluorocarbons,0.1,,,,,
2005,Financial and insurance activities,PFC,Perfluorocarbons,0.2,,,,,
2005,Real estate activities,PFC,Perfluorocarbons,0.1,,,,,
2005,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.3,,,,,
2005,Administrative and support service activities,PFC,Perfluorocarbons,0.3,,,,,
2005,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.2,,,,,
2005,Education,PFC,Perfluorocarbons,0.4,,,,,
2005,Human health and social work activities,PFC,Perfluorocarbons,0.5,,,,,
2005,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.1,,,,,
2005,Other service activities,PFC,Perfluorocarbons,0.1,,,,,
2005,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2005,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2006,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2006,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2006,Manufacturing,PFC,Perfluorocarbons,387.8,,,,,
2006,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2006,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.4,,,,,
2006,Construction,PFC,Perfluorocarbons,0.0,,,,,
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2006,Transport and storage,PFC,Perfluorocarbons,0.1,,,,,
2006,Accommodation and food services,PFC,Perfluorocarbons,0.2,,,,,
2006,Information and communication,PFC,Perfluorocarbons,0.1,,,,,
2006,Financial and insurance activities,PFC,Perfluorocarbons,0.1,,,,,
2006,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
2006,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.2,,,,,
2006,Administrative and support service activities,PFC,Perfluorocarbons,0.2,,,,,
2006,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.1,,,,,
2006,Education,PFC,Perfluorocarbons,0.2,,,,,
2006,Human health and social work activities,PFC,Perfluorocarbons,0.3,,,,,
2006,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.1,,,,,
2006,Other service activities,PFC,Perfluorocarbons,0.1,,,,,
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2006,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2007,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2007,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2007,Manufacturing,PFC,Perfluorocarbons,285.4,,,,,
2007,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2007,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.3,,,,,
2007,Construction,PFC,Perfluorocarbons,0.0,,,,,
2007,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2007,Transport and storage,PFC,Perfluorocarbons,0.1,,,,,
2007,Accommodation and food services,PFC,Perfluorocarbons,0.1,,,,,
2007,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
2007,Financial and insurance activities,PFC,Perfluorocarbons,0.1,,,,,
2007,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
2007,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.1,,,,,
2007,Administrative and support service activities,PFC,Perfluorocarbons,0.1,,,,,
2007,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.1,,,,,
2007,Education,PFC,Perfluorocarbons,0.1,,,,,
2007,Human health and social work activities,PFC,Perfluorocarbons,0.2,,,,,
2007,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
2007,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2007,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2008,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2008,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2008,Manufacturing,PFC,Perfluorocarbons,261.7,,,,,
2008,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2008,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.1,,,,,
2008,Construction,PFC,Perfluorocarbons,0.0,,,,,
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2008,Transport and storage,PFC,Perfluorocarbons,0.0,,,,,
2008,Accommodation and food services,PFC,Perfluorocarbons,0.0,,,,,
2008,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
2008,Financial and insurance activities,PFC,Perfluorocarbons,0.0,,,,,
2008,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
2008,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.0,,,,,
2008,Administrative and support service activities,PFC,Perfluorocarbons,0.0,,,,,
2008,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.0,,,,,
2008,Education,PFC,Perfluorocarbons,0.0,,,,,
2008,Human health and social work activities,PFC,Perfluorocarbons,0.1,,,,,
2008,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
2008,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2008,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2009,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2009,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2009,Manufacturing,PFC,Perfluorocarbons,190.9,,,,,
2009,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2009,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.1,,,,,
2009,Construction,PFC,Perfluorocarbons,0.0,,,,,
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2009,Transport and storage,PFC,Perfluorocarbons,0.0,,,,,
2009,Accommodation and food services,PFC,Perfluorocarbons,0.0,,,,,
2009,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
2009,Financial and insurance activities,PFC,Perfluorocarbons,0.0,,,,,
2009,Real estate activities,PFC,Perfluorocarbons,0.0,,,,,
2009,"Professional, scientific and technical activities",PFC,Perfluorocarbons,0.0,,,,,
2009,Administrative and support service activities,PFC,Perfluorocarbons,0.0,,,,,
2009,Public administration and defence; compulsory social security,PFC,Perfluorocarbons,0.0,,,,,
2009,Education,PFC,Perfluorocarbons,0.0,,,,,
2009,Human health and social work activities,PFC,Perfluorocarbons,0.0,,,,,
2009,"Arts, entertainment and recreation",PFC,Perfluorocarbons,0.0,,,,,
2009,Other service activities,PFC,Perfluorocarbons,0.0,,,,,
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,PFC,Perfluorocarbons,0.0,,,,,
2009,Consumer expenditure,PFC,Perfluorocarbons,0.0,,,,,
2010,"Agriculture, forestry and fishing",PFC,Perfluorocarbons,0.0,,,,,
2010,Mining and quarrying,PFC,Perfluorocarbons,0.0,,,,,
2010,Manufacturing,PFC,Perfluorocarbons,280.0,,,,,
2010,"Electricity, gas, steam and air conditioning supply",PFC,Perfluorocarbons,0.0,,,,,
2010,"Water supply; sewerage, waste management and remediation activities",PFC,Perfluorocarbons,0.0,,,,,
2010,Construction,PFC,Perfluorocarbons,0.0,,,,,
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,PFC,Perfluorocarbons,0.0,,,,,
2010,Transport and storage,PFC,Perfluorocarbons,0.0,,,,,
2010,Accommodation and food services,PFC,Perfluorocarbons,0.0,,,,,
2010,Information and communication,PFC,Perfluorocarbons,0.0,,,,,
