code,label,cx,cy
E05007864,Upton and Hanley,-2.2513634783879217,52.07559795941394
E05007865,Wells,-2.3267603148538134,52.076224163521495
E05007866,West,-2.342832841004374,52.11481117003195
E05007867,Woodbury,-2.3603471320671483,52.29393079886128
E05007868,Abbey,-1.9305009627045349,52.314695498013776
E05007869,Astwood Bank and Feckenham,-1.976488131455047,52.260085614062
E05007870,Batchley & Brockhill,-1.9602344233005433,52.31041424243785
E05007871,Central,-1.9466716783777707,52.300608577448365
E05007872,Church Hill,-1.8987184945023967,52.315134846349025
E05007873,Crabbs Cross,-1.955309926276988,52.28117093206951
E05007874,Greenlands,-1.917790415335463,52.286723961661345
E05007875,Headless Cross and Oakenshaw,-1.9414978073620832,52.28616989705213
E05007876,Lodge Park,-1.9244656844491215,52.30072880811679
E05007877,Matchborough,-1.8986740474534358,52.29340367107195
E05007878,West,-1.9707985548746314,52.2942605625757
E05007879,Winyates,-1.8970943679703156,52.30451960277626
E05007880,Arboretum,-2.221805688707578,52.20329903677262
E05007881,Battenhall,-2.2080396565863984,52.17846277404315
E05007882,Bedwardine,-2.23576354986964,52.17877094737963
E05007883,Cathedral,-2.2189005978661944,52.19174766711277
E05007884,Claines,-2.2206277153085145,52.21904676566661
E05007885,Gorse Hill,-2.1912286743407443,52.202594031900084
E05007886,Nunnery,-2.1949570139051002,52.18828442784372
E05007887,Rainbow Hill,-2.2047123840531784,52.20301928151125
E05007888,St Clement,-2.2408650546627427,52.20239583659757
E05007889,St John,-2.244471515151516,52.1914351866491
E05007890,St Peter's Parish,-2.2063743270472744,52.17030311375183
E05007891,St Stephen,-2.2112988137603806,52.20961755634638
E05007892,Warndon,-2.188641252227401,52.214733092280596
E05007893,Warndon Parish North,-2.1711467406110145,52.208025696545135
E05007894,Warndon Parish South,-2.179382762778622,52.19427396395802
E05007895,Badsey,-1.8959986220160945,52.088909410948396
E05007896,Bengeworth,-1.9257202557981576,52.08835995885492
E05007897,Bowbrook,-2.107776368458316,52.22396321929559
E05007898,Bredon,-2.113744438625188,52.031139848607594
E05007899,Bretforton and Offenham,-1.8864621097465006,52.10202871574698
E05007900,Broadway and Wickhamford,-1.880659637111806,52.04675446281895
E05007901,Dodderhill,-2.1168778025177977,52.30063923987498
E05007902,Drakes Broughton,-2.1366297859002277,52.134910469514956
E05007903,Droitwich Central,-2.1572333333333336,52.2666
E05007904,Droitwich East,-2.144308646984662,52.26493607694096
E05007905,Droitwich South East,-2.1487676857088807,52.25205099976872
E05007906,Droitwich South West,-2.1595695899524348,52.25953594159646
E05007907,Droitwich West,-2.167419403355452,52.265505582348815
E05007908,Eckington,-2.1195120568648207,52.079055380912585
E05007909,Elmley Castle and Somerville,-1.997728917436062,52.06348867905131
E05007910,Evesham North,-1.945380555904261,52.10216623845789
E05007911,Evesham South,-1.9327172041826686,52.07748270267542
E05007912,Fladbury,-2.0115677920144477,52.105410002881
E05007913,Great Hampton,-1.965530370405499,52.09035640233219
E05007914,Hartlebury,-2.238569931369897,52.33216141843943
E05007915,Harvington and Norton,-1.9386728046590473,52.13138594540389
E05007916,Honeybourne and Pebworth,-1.820216828691749,52.112175412634855
E05007917,Inkberrow,-2.0039116962316177,52.2197780683269
E05007918,Little Hampton,-1.9506884447130601,52.07807926380015
E05007919,Lovett and North Claines,-2.1778068351436084,52.27890657447325
E05007920,Norton and Whittington,-2.1729648280266267,52.162590116835695
E05007921,Ombersley,-2.2313591959788317,52.280285847774316
E05007922,Pershore,-2.0850477736070756,52.10953264489141
E05007923,Pinvin,-2.0320699443719765,52.14345189237206
E05007924,South Bredon Hill,-2.0455062419257057,52.0346714136887
E05007925,The Littletons,-1.8732009335599369,52.12566824802108
E05007926,Upton Snodsbury,-2.0783490250696377,52.18385565462451
E05008136,Abbey,-2.7294073136925294,52.70700319482537
E05008137,Albrighton,-2.280864654523518,52.62572908148083
E05008138,Alveley and Claverley,-2.326989340050232,52.499048696933954
E05008139,Bagley,-2.7537460337420105,52.738898637744946
E05008140,Battlefield,-2.718656504909209,52.73933111491369
E05008141,"Bayston Hill, Column and Sutton",-2.753270721688661,52.68031968921626
E05008142,Belle Vue,-2.754226789947843,52.698916073968704
E05008143,Bishop's Castle,-2.958989441052669,52.51142949270867
E05008144,Bowbrook,-2.7990920488455706,52.70973073930357
E05008145,Bridgnorth East and Astley Abbotts,-2.4273697794492786,52.554487647222516
E05008146,Bridgnorth West and Tasley,-2.4407875166906225,52.533571057220485
E05008147,Broseley,-2.4621028364077735,52.611257667931326
E05008148,Brown Clee,-2.506917506683192,52.50541431788916
E05008149,Burnell,-2.7659382596502238,52.600430878110984
E05008150,Castlefields and Ditherington,-2.7404931844888374,52.720151782217
E05008151,Cheswardine,-2.4571021223342857,52.85207825090448
E05008152,Chirbury and Worthen,-3.0221857784340496,52.59938151699431
E05008153,Church Stretton and Craven Arms,-2.839110530228569,52.47065684352943
E05008154,Clee,-2.6243152420460327,52.363692854483716
E05008155,Cleobury Mortimer,-2.486691073603722,52.40741012547725
E05008156,Clun,-3.050659881983307,52.41402456946692
E05008157,Copthorne,-2.7820677264794536,52.71221611867365
E05008158,Corvedale,-2.705429295470475,52.47050285033084
E05008159,Ellesmere Urban,-2.895392589610753,52.91283199092224
E05008160,Harlescott,-2.736288857129781,52.74110735424442
E05008161,Highley,-2.383430906602516,52.448470367355796
E05008162,Hodnet,-2.579753120928078,52.841111660511636
E05008163,Llanymynech,-3.040411152708685,52.78510381785898
E05008164,Longden,-2.8392933643663945,52.67261621213802
E05008165,Loton,-2.9375461128886924,52.7146672193297
E05008166,Ludlow East,,
E05008167,Ludlow North,-2.753875771559187,52.38118654371751
E05008168,Ludlow South,-2.709948273065328,52.344868228506485
E05008169,Market Drayton East,-2.4355200217160493,52.95445747356191
E05008170,Market Drayton West,-2.498334428414847,52.90077739530567
E05008171,Meole,-2.770958008450163,52.692670896549515
E05008172,Rea Valley,-2.912047768670177,52.64033293773308
E05008173,Monkmoor,-2.718451976661322,52.71452694013897
E05008174,Much Wenlock,-2.5585106555231145,52.57478022601753
E05008178,Porthill,-2.764175468933177,52.705168625439626
E05008179,Prees,-2.580318359593681,52.9179247193325
E05008180,Quarry and Coton Hill,-2.760135876871505,52.71947203878453
E05008181,Radbrook,-2.7864343993043024,52.700283586016035
E05008183,St Martin's,-2.964087836144554,52.93163064476321
E05008186,Severn Valley,-2.6321139667285127,52.64192569750854
E05008187,Shawbury,-2.6797014029774355,52.79877699872779
E05008188,Shifnal North,-2.357331020107325,52.69883084715554
E05008189,Shifnal South and Cosford,-2.322894351239095,52.6574002335343
E05008190,Sundorne,-2.723405724129446,52.72735460563553
E05008191,Tern,-2.747573097071775,52.740618590508014
E05008192,The Meres,-2.8413756536990515,52.866149394358104
E05008193,Underdale,-2.7329381136917537,52.71580422920918
E05008194,Wem,-2.7296849344511025,52.881376074479526
E05008195,Whitchurch North,-2.695227352525668,52.975992871650966
E05008196,Whitchurch South,-2.6557386765153534,52.95268247221975
E05008198,Worfield,-2.3660527227267165,52.58517249099354
E05008520,Belper South,-1.4790089436097371,53.00911992574718
E05008521,Duffield,-1.4913782718102702,52.98450501131201
E05008522,Heanor East,-1.3397666666666666,53.010400000000004
E05008523,"Kilburn, Denby and Holbrook",-1.428643808166975,53.01302620519819
E05008524,"Shipley Park, Horsley and Horsley Woodhouse",-1.3809150068983405,52.99443226305982
E05008546,Boniface,-3.6506907739098873,50.78807435245225
E05008547,Newbrooke,-3.593187137381952,50.78976989312682
E05008548,Yeo,-3.728254702270848,50.76116776320376
E05008553,Coxheath and Hunton,0.4798448066270699,51.231171152590974
E05008554,Loose,0.5173602312632166,51.23871154569971
E05008555,South,0.5192595454042526,51.25486443585212
E05008558,Almondbury,-1.7391753179378568,53.635038479724805
E05008559,Colne Valley,-1.9204964864373992,53.60952053158361
E05008560,Crosland Moor and Netherton,-1.8173333333333335,53.62326031721793
E05008561,Holme Valley North,-1.836842455691179,53.59205574811129
E05008562,Kirkburton,-1.6971931495096695,53.61647729607628
E05008610,Alderley Edge,-2.2310574994070222,53.305107901462236
E05008611,Alsager,-2.3072450238433437,53.09399370077765
E05008612,Audlem,-2.532700658803596,52.99843740685588
E05008613,Bollington,-2.1039112382172087,53.28646884730055
E05008614,Brereton Rural,-2.331187008578557,53.163311228531676
E05008615,Broken Cross and Upton,-2.154598085848955,53.26741000101944
E05008616,Bunbury,-2.553405726643627,53.12100042252928
E05008617,Chelford,-2.319404303176188,53.2739352267482
E05008618,Congleton East,-2.174421887897259,53.16591771826629
E05008619,Congleton West,-2.225315726841354,53.165886461193345
E05008620,Crewe Central,-2.4506087833330263,53.101196661953985
E05008621,Crewe East,-2.4292608953992514,53.104285102159366
E05008622,Crewe North,-2.4518489410624005,53.1120633561881
E05008623,Crewe St Barnabas,-2.4697499148782276,53.10695878871277
E05008624,Crewe South,-2.4424275507343873,53.08502334062115
E05008625,Crewe West,-2.465317927365257,53.095116932685634
E05008626,Dane Valley,-2.3538731717096666,53.21903558039336
E05008627,Disley,-2.0295112450719857,53.35266067465338
E05008628,Gawsworth,-2.1957563395355533,53.22124260502334
E05008629,Handforth,-2.2094557942616113,53.34759143438731
E05008630,Haslington,-2.377130855943832,53.0868886306743
E05008631,High Legh,-2.4454073592896983,53.328927095732496
E05008632,Knutsford,-2.3650992442988845,53.30382016606016
E05008633,Leighton,-2.4779597381247287,53.117585489864354
E05008634,Macclesfield Central,-2.130122737552151,53.25739019086053
E05008635,Macclesfield East,-2.109920243515087,53.25813225516146
E05008636,Macclesfield Hurdsfield,-2.115640583412852,53.26822906803747
E05008637,Macclesfield South,-2.130065125823523,53.24652960602897
E05008638,Macclesfield Tytherington,-2.1300672016429036,53.274798040386834
E05008639,Macclesfield West and Ivy,-2.1525289711934157,53.25486678189301
E05008640,Middlewich,-2.437273898571563,53.18411713555548
E05008641,Mobberley,-2.3303309913534735,53.33093016099832
E05008642,Nantwich North and West,-2.516867216540196,53.070773100186955
E05008643,Nantwich South and Stapeley,-2.497328770775418,53.052916373072996
E05008644,Odd Rode,-2.247786362143337,53.12520154661121
E05008645,Poynton East and Pott Shrigley,-2.0608263347684157,53.32941885592622
E05008646,Poynton West and Adlington,-2.1263417593948737,53.32949233909564
E05008647,Prestbury,-2.176162363358885,53.295785853912406
E05008648,Sandbach Elworth,-2.3864,53.1479
E05008649,Sandbach Ettiley Heath and Wheelock,-2.3823699411010817,53.13213268935366
E05008650,Sandbach Heath and East,-2.349420592721062,53.14293561537028
E05008651,Sandbach Town,-2.3633968755758827,53.1508022884522
E05008652,Shavington,-2.446045863528923,53.06569478324112
E05008653,Sutton,-2.05259396399732,53.23919062399454
E05008654,Willaston and Rope,-2.47135124371058,53.07015041850723
E05008655,Wilmslow Dean Row,-2.2039247574769334,53.33130242767565
E05008656,Wilmslow East,-2.2208016567432356,53.31830188337733
E05008657,Wilmslow Lacey Green,-2.244973213988207,53.34715746659429
E05008658,Wilmslow West and Chorley,-2.2584055049902214,53.321221673979686
E05008659,Wistaston,-2.4865712195925656,53.08698508157685
E05008660,Wrenbury,-2.6458170518611612,53.058491307793325
E05008661,Wybunbury,-2.4314657369571187,53.025292704730916
E05008714,Abbey Hulton and Townsend,-2.137523671502282,53.03108254154999
E05008715,"Baddeley, Milton and Norton",-2.1524303961273175,53.05949189460335
E05008716,Bentilee and Ubberley,-2.1242828817546338,53.009022296737406
E05008717,Birches Head and Central Forest Park,-2.1633173157154215,53.033101685528436
E05008718,Blurton East,-2.150769443754656,52.97720015175344
E05008719,Blurton West and Newstead,-2.1651998892838917,52.9663227253462
E05008720,Boothen and Oak Hill,-2.185171672522736,52.993844843042844
E05008721,Bradeley and Chell Heath,-2.1826791936645074,53.06310220966938
E05008722,Broadway and Longton East,-2.11962470360664,52.98576968222093
E05008723,Burslem Central,-2.2057617124394193,53.04454444611776
E05008724,Burslem Park,-2.186879484579636,53.05116244190959
E05008725,Dresden and Florence,-2.1357770310172017,52.978202492211835
E05008726,Eaton Park,-2.1503441426265177,53.01899503521209
E05008727,Etruria and Hanley,-2.1912732974253046,53.02680998088766
E05008728,Fenton East,-2.145805963772176,52.99735987525677
E05008729,Fenton West and Mount Pleasant,-2.1630818308895696,53.00185052526875
E05008730,Ford Green and Smallthorne,-2.1703141973573232,53.050437016212165
E05008731,Goldenhill and Sandyford,-2.2215959773252645,53.07286190210679
E05008732,Great Chell and Packmoor,-2.1929357143923167,53.08058409564318
E05008733,Hanford and Trentham,-2.1878094223502798,52.97058067652735
E05008734,Hanley Park and Shelton,-2.1784960428546736,53.01216226023847
E05008735,Hartshill and Basford,-2.200889552035557,53.011787786051634
E05008736,Hollybush and Longton West,-2.1596840737091667,52.98462403992941
E05008737,Joiner's Square,-2.1677719012530265,53.01990467392852
E05008738,Lightwood North and Normacot,-2.12372919153554,52.97613371314885
E05008739,Little Chell and Stanfield,-2.1975070696562553,53.05873021610335
E05008740,Meir Hay,-2.1175968853445686,52.99459543585114
E05008741,Meir North,-2.0919021568381964,52.980902262009096
E05008742,Meir Park,-2.097332617449664,52.97129467561521
E05008743,Meir South,-2.113731467893257,52.96866887708539
E05008744,Moorcroft,-2.1836518112515404,53.04119437422979
E05008745,Penkhull and Stoke,-2.195151879262391,53.00179036651808
E05008746,Sandford Hill,-2.131572334017796,52.99751008898015
E05008747,Sneyd Green,-2.162556235554215,53.04389413124309
E05008748,Springfields and Trent Vale,-2.203958819646008,52.99119759148597
E05008749,Tunstall,-2.2152165764176024,53.0598606542913
E05008750,Weston Coyney,-2.1015841568309144,52.98962298578466
E05008751,Brickhill,-0.4612084953303359,52.15729969791306
E05008752,Bromham and Biddenham,-0.5231064936090685,52.14989310382119
E05008753,Castle,-0.46527662307736634,52.134858690016706
E05008754,Cauldwell,-0.4660422318520644,52.12121325511358
E05008755,Clapham,-0.48743080876338335,52.17031901831807
E05008756,De Parys,-0.4561042429362613,52.1447288219281
E05008757,Eastcotts,-0.417123786863291,52.09665277460628
E05008758,Elstow and Stewartby,-0.49028337539920963,52.09262205627959
E05008759,Goldington,-0.4271175077300387,52.14889196956096
E05008760,Great Barford,-0.39431826978233725,52.14680759024437
E05008761,Harpur,-0.4778994738257103,52.14633204670277
E05008762,Harrold,-0.6119789038977548,52.22492150367039
E05008763,Kempston Central and East,-0.4873398046192396,52.12060860124499
E05008764,Kempston North,-0.4964042725598526,52.124735653775325
E05008765,Kempston Rural,-0.5716173889848134,52.13602563841652
E05008766,Kempston South,-0.49216828316886985,52.110529834217616
E05008767,Kempston West,-0.5007934811397325,52.11276615404332
E05008768,Kingsbrook,-0.43678834760455443,52.12596668893123
E05008769,Newnham,-0.43015837854754474,52.136999925219484
E05008770,Oakley,-0.5438693745856223,52.17613209315196
E05008771,Putnoe,-0.44256780018913616,52.15568737838923
E05008772,Queens Park,-0.48904912624902924,52.135024971483325
E05008773,Riseley,-0.4757538092628805,52.26295744546304
E05008774,Sharnbrook,-0.539770271642691,52.22402177770002
E05008775,Wilshamstead,-0.4415196419437875,52.08305650891075
E05008776,Wootton,-0.5437803055550968,52.09471622257786
E05008777,Wyboston,-0.36864889861740535,52.21572801552116
E05008779,Arlesey,-0.2894791493669727,52.01455016304653
E05008780,Aspley and Woburn,-0.6056923738710485,51.986548988657994
E05008781,Barton-le-Clay,-0.425085343761363,51.962673886768805
E05008782,Biggleswade North,-0.2549228075559675,52.09935261277436
E05008783,Biggleswade South,-0.24283107912786833,52.076812725457046
E05008785,Cranfield and Marston Moretaine,-0.579904235219884,52.053302587180966
E05008786,Dunstable-Central,-0.5228002410085281,51.88535617352614
E05008787,Dunstable-Icknield,-0.5038950837664232,51.891288788641766
E05008790,Dunstable-Watling,-0.5242187904112593,51.8790859555751
E05008791,Eaton Bray,-0.5876992140363991,51.88239923179699
E05008792,Flitwick,-0.5132421832694823,52.0053858870724
E05008793,Heath and Reach,-0.601887326144836,51.92762717618477
E05008796,Leighton Buzzard North,-0.6566661861692094,51.92648358206143
E05008797,Leighton Buzzard South,-0.6536909082967526,51.90778945598288
E05008798,Linslade,-0.6835398107041776,51.91433556860503
E05008800,Parkside,-0.5018152406324599,51.91045791325006
E05008801,Potton,-0.21631132910287798,52.12068147494311
E05008803,Shefford,-0.35330689281631605,52.032578743030165
E05008804,Silsoe and Shillington,-0.38572823033547066,51.99301117551236
E05008805,Stotfold and Langford,-0.24419306562452422,52.032600157335594
E05008806,Tithe Farm,-0.512030503039117,51.91698984972219
E05008807,Toddington,-0.48568116514941406,51.94467796038302
E05008808,"Westoning, Flitton and Greenfield",-0.48388688823281606,51.98691484666283
E05008809,Aston,-1.4048365998673984,52.86642924607071
E05008810,Church Gresley,-1.567534370050079,52.760969272725276
E05008811,Etwall,-1.5975229186163054,52.89867176173722
E05008812,Hatton,,
E05008813,Hilton,-1.6789759979977765,52.885980604120896
E05008814,Linton,-1.6210151880236379,52.7576920793611
E05008815,Melbourne,-1.4351480206973009,52.82648433813609
E05008816,Midway,-1.554227646881136,52.78685081105573
E05008817,Newhall and Stanton,-1.5903683207903412,52.78017433666697
E05008818,Repton,-1.5218500877983852,52.81344912127046
E05008819,Seales,-1.6274180314312312,52.729019650648496
E05008820,Stenson,-1.5105296938961301,52.86507943962053
E05008821,Swadlincote,-1.5623792958969245,52.77261935234932
E05008822,Willington and Findern,-1.5501979280319538,52.86402807733538
E05008823,Woodville,-1.52381310731721,52.78208890579446
E05008857,Abbott,-1.219059167003276,53.15451402540281
E05008858,Berry Hill,-1.1776860555189999,53.124279688327526
E05008859,Brick Kiln,-1.2298242173053597,53.14276208208464
E05008860,Broomhill,-1.2117002894049536,53.15018428036987
E05008861,Bull Farm and Pleasley Hill,-1.2360379772926564,53.165521078883536
E05008862,Carr Bank,-1.1815433738931707,53.148902891745216
E05008863,Eakring,-1.1701543121478306,53.137905543662804
E05008864,Grange Farm,-1.2231028141008677,53.13738340434702
E05008865,Holly,-1.158951039052525,53.16156217694712
E05008866,Hornby,-1.1735,53.1747
E05008867,Kings Walk,-1.1813957163498943,53.13474202734245
E05008868,Kingsway,-1.1593930999928423,53.150870600529665
E05008869,Ladybrook,-1.2119312295781217,53.14440075329567
E05008870,Lindhurst,-1.163509182636961,53.130243093835354
E05008871,Ling Forest,-1.157109278653586,53.14330481387572
E05008872,Manor,-1.1839344444444446,53.17330418402778
E05008873,Market Warsop,-1.1691783712945691,53.19059001077333
E05008874,Maun Valley,-1.1707136421481295,53.15645887842538
E05008875,Meden,-1.124558792672101,53.207480220859225
E05008876,Netherfield,-1.1263759577240036,53.2228143706176
E05008877,Newgate,-1.1831140823970043,53.14333352636128
E05008878,Newlands,-1.1402685509724306,53.15783527106932
E05008879,Oak Tree,-1.1361057885068067,53.144023169743576
E05008880,Oakham,-1.2023188466994164,53.12942212455295
E05008881,Park Hall,-1.1935593004769482,53.174459245946714
E05008882,Peafields,-1.166964328456662,53.16831168869414
E05008883,Penniment,-1.2290948394162946,53.149224221241504
E05008884,Portland,-1.1991682667142523,53.14068051590134
E05008885,Racecourse,-1.1720256153966757,53.14282881781123
E05008886,Ransom Wood,-1.1433066479628087,53.12681764816963
E05008887,Sandhurst,-1.1893863685461223,53.13623035212789
E05008888,Sherwood,-1.2081620286153603,53.15902937113967
E05008889,Warsop Carrs,-1.1774796752148482,53.2117138911745
E05008890,Woodhouse,-1.2095390935324375,53.172529552182034
E05008891,Woodlands,-1.1995224957332287,53.14964533609032
E05008892,Yeoman Hill,-1.1873227165115416,53.15791632351307
E05008932,Downlands and Forest,-1.8388958361899286,50.966205167529
E05008933,Fordingbridge,-1.7973113938497964,50.929340989179465
E05008934,Forest North West,-1.7516283247214368,50.898244372178354
E05008940,"Hastingwood, Matching and Sheering Village",0.17077187277615583,51.7671787570813
E05008941,Moreton and Fyfield,0.22306453498661988,51.74408660730518
E05008954,Central,-1.7835245988603052,51.561906461642515
E05008955,Chiseldon and Lawn,-1.7458548075212057,51.51543727444118
E05008956,Covingham and Dorcan,-1.7305120937940182,51.5608889634601
E05008957,Eastcott,-1.7835666666666667,51.556533333333334
E05008958,Gorse Hill and Pinehurst,-1.7746923801974317,51.578127751836206
E05008960,"Liden, Eldene and Park South",-1.7392809139390382,51.55167895689613
E05008961,Lydiard and Freshbrook,-1.842440347683964,51.553104892091675
E05008962,Mannington and Western,-1.8126783754741653,51.56097365647778
E05008963,Old Town,-1.781889989535684,51.54575408377433
E05008965,Priory Vale,-1.8215591342859798,51.59502503521725
E05008966,Ridgeway,-1.675928401817527,51.53929501909274
E05008967,Rodbourne Cheney,-1.801358561347775,51.576465765676836
E05008968,St Andrews,-1.8131228306971057,51.60949324805978
E05008969,St Margaret and South Marston,-1.7301813245779851,51.58548963239858
E05008970,Shaw,-1.8312829092567258,51.568987806657546
E05008971,Walcot and Park North,-1.7594386771324602,51.55945242479058
E05008972,Wroughton and Wichelstowe,-1.8031883490296903,51.5182805055636
E05008974,Benn,-1.2610666666666666,52.376866666666665
E05008975,Bilton,-1.284871611375437,52.35507627582611
E05008976,"Clifton, Newton and Churchover",-1.2245847599051836,52.39867743260991
E05008977,Coton and Boughton,-1.2474210142771525,52.40088338572457
E05008979,Hillmorton,-1.199957138153312,52.361539467671115
E05008980,Leam Valley,-1.2951613008492155,52.29266202248453
E05008981,New Bilton,-1.2828274984803205,52.37526447077358
E05008982,Newbold and Brownsover,-1.265577508493372,52.39174365071341
E05008983,Paddox,-1.2343438687593977,52.35776975704965
E05008984,Revel and Binley Woods,-1.3403002849512966,52.432928577990054
E05008985,Rokeby and Overslade,-1.2717501246317697,52.35919390437344
E05008986,Eastlands,-1.2505701210113427,52.3668627389744
E05008988,Wolvey and Shilton,-1.3791914108568124,52.486853131499146
E05008989,Aldershot Park,-0.7485773747841109,51.237704317789294
E05008990,Cherrywood,-0.7576789951953207,51.31093527609498
E05008991,Cove and Southwood,-0.782257118972714,51.28940050701411
E05008992,Empress,-0.7545397785986359,51.29587311116481
E05008993,Fernhill,-0.7789878587196458,51.31111738128615
E05008994,Knellwood,-0.743,51.288333333333334
E05008995,Manor Park,-0.7606715199006338,51.242397581602646
E05008996,North Town,-0.7409127003741467,51.24977502488587
E05008997,Rowhill,-0.7734996434280087,51.24240109430714
E05008998,St John's,-0.7893458428206718,51.298374843027666
E05008999,St Mark's,-0.7638905018512747,51.27404879846177
E05009000,Wellington,-0.7769959460855115,51.25618459751407
E05009001,West Heath,-0.7704915176794019,51.303238622302274
E05009002,Broxbourne and Hoddesdon South,-0.026204085177097956,51.74993183583073
E05009003,Cheshunt North,-0.027384679750493947,51.711765632131446
E05009004,Cheshunt South and Theobalds,-0.03346125819651932,51.700339602129866
E05009005,Flamstead End,-0.052485970180251564,51.72269003681068
E05009006,Goffs Oak,-0.08323311139665188,51.70960667153921
E05009007,Hoddesdon North,-0.02608327289108933,51.76784152044149
E05009008,Hoddesdon Town and Rye Park,-0.0005867777564961107,51.76651510991934
E05009009,Rosedale and Bury Green,-0.05196699995033897,51.70282176552059
E05009010,Waltham Cross,-0.028811780925964182,51.688450631150516
E05009011,Wormley and Turnford,-0.030396319318361665,51.73040989604295
E05009030,Annfield Plain,-1.7440346035825214,54.861928607337305
E05009031,Aycliffe East,-1.5595147350375336,54.610380584273436
E05009032,Aycliffe North and Middridge,-1.5911444066880096,54.630712136294335
E05009033,Aycliffe West,-1.5891007503330534,54.615046870102894
E05009034,Barnard Castle East,-1.853084195993164,54.54216355311339
E05009035,Barnard Castle West,-2.1189644236317258,54.60013948109418
E05009036,Belmont,-1.5350816975254902,54.78559154139339
E05009037,Benfieldside,-1.852494150629034,54.87028740900369
E05009038,Bishop Auckland Town,-1.6851052475486215,54.663280859717595
E05009039,Bishop Middleham and Cornforth,-1.5006759391680686,54.68827832685914
E05009040,Blackhalls,-1.3214587423708408,54.72453281205129
E05009041,Brandon,-1.6199975500168124,54.750416627314415
E05009042,Burnopfield and Dipton,-1.7522751318353533,54.893425809328434
E05009043,Chester-le-Street East,-1.569581629484173,54.84787654502809
E05009044,Chester-le-Street North,-1.5868827928100808,54.86384237830231
E05009045,Chester-le-Street South,-1.5945262828458742,54.84220784271543
E05009046,Chester-le-Street West Central,-1.603905331659621,54.856218767067475
E05009047,Chilton,-1.5651324938970497,54.65475675380071
E05009048,Consett North,-1.8378429887926055,54.85771013749278
E05009049,Consett South,-1.8569772082208025,54.84474161973137
E05009050,Coundon,-1.646762626816167,54.674204867233655
E05009051,Coxhoe,-1.508583396567406,54.72653606614009
E05009052,Craghead and South Moor,-1.6963911963430987,54.85548878261371
E05009053,Crook,-1.7436892195656484,54.70274447611464
E05009054,Dawdon,-1.3374733115134156,54.83013837492755
E05009055,Deerness,-1.689300553204162,54.76923766173678
E05009056,Delves Lane,-1.8194640148070305,54.84505931030766
E05009057,Deneside,-1.3620544469568483,54.83468660260034
E05009058,Durham South,-1.5436923697632199,54.75542877486566
E05009059,Easington,-1.349803128429975,54.794655132799065
E05009060,Elvet and Gilesgate,-1.5685038592604186,54.77822707342429
E05009061,Esh and Witton Gilbert,-1.7489017449053508,54.78745962939973
E05009062,Evenwood,-1.8351234840982726,54.647793956892244
E05009063,Ferryhill,-1.5634687681851327,54.681530038102885
E05009064,Framwellgate and Newton Hall,-1.5631294155843087,54.80721495226373
E05009065,Horden,-1.3137,54.77054943977591
E05009066,Lanchester,-1.8502602519586384,54.8179392779501
E05009067,Leadgate and Medomsley,-1.8052467768398641,54.87893194984509
E05009068,Lumley,-1.5345602143995163,54.8486105547921
E05009069,Murton,-1.3854105862692203,54.81673009726474
E05009070,Neville's Cross,-1.589665506705636,54.770535949671455
E05009071,North Lodge,-1.561003675824116,54.872533061612884
E05009072,Passfield,-1.3470390544800508,54.748494993518264
E05009073,Pelton,-1.6255792055832754,54.875500309318696
E05009074,Peterlee East,-1.3266695777765272,54.760398293849526
E05009075,Peterlee West,-1.3512772388907455,54.762022896536365
E05009076,Sacriston,-1.6201816074505173,54.83268295266054
E05009077,Seaham,-1.3784646581340545,54.84228225227349
E05009078,Sedgefield,-1.4472994227221674,54.64699682308854
E05009079,Sherburn,-1.491942633601061,54.78951492002779
E05009080,Shildon and Dene Valley,-1.646198561606793,54.6370733134781
E05009081,Shotton and South Hetton,-1.4091811027279697,54.77619882497664
E05009082,Spennymoor,-1.6313172487380243,54.69687150818659
E05009083,Stanley,-1.679653564463973,54.870187504216965
E05009084,Tanfield,-1.7022777292137425,54.88756010302171
E05009085,Tow Law,-1.7883435799850445,54.739153298489775
E05009086,Trimdon and Thornley,-1.4234571536536063,54.73131549985756
E05009087,Tudhoe,-1.5916936763102865,54.71062823456131
E05009088,Weardale,-2.059747936253242,54.752106788879175
E05009089,West Auckland,-1.7143035625162657,54.65060963677163
E05009090,Willington and Hunwick,-1.6826060271341619,54.72067180134535
E05009091,Wingate,-1.3852397826532614,54.714173800069524
E05009092,Woodhouse Close,-1.6833760319905393,54.64668287354712
E05009093,Alnwick,-1.7066635998730288,55.40431983685806
E05009094,Amble,-1.5829602744207292,55.30791257291894
E05009095,Amble West with Warkworth,-1.6396653757518578,55.33323679750339
E05009096,Ashington Central,-1.5713460855528631,55.18055286521388
E05009097,Bamburgh,-1.7709775292935344,55.582531829601685
E05009098,Bedlington Central,-1.5977207109191842,55.121830384213595
E05009099,Bedlington East,-1.5829875044166495,55.13660476291428
E05009100,Bedlington West,-1.6225428626695537,55.131892000989104
E05009101,Bellingham,-2.3644963613322867,55.21284827747136
E05009102,Berwick East,-1.9996317516225848,55.75703773831273
E05009103,Berwick North,-2.049987189051248,55.78276316595926
E05009104,Berwick West with Ord,-2.0347208389002653,55.743218176788005
E05009106,Bywell,-1.9039435610405135,54.97916226269211
E05009107,Choppington,-1.6121474185964269,55.15690821463496
E05009108,College,-1.5540702054203357,55.170469711392236
E05009109,Corbridge,-2.0266232133812383,54.97840510326479
