code,label,cx,cy
E05010740,Norton & Askern,-1.1056832912297674,53.618354922509496
E05010741,Roman Ridge,-1.1747001150041523,53.539516354767834
E05010742,Rossington & Bawtry,-1.0375031621802788,53.459946692657596
E05010743,Sprotbrough,-1.2452130223212183,53.547253199343494
E05010744,Stainforth & Barnby Dun,-1.0440830383480806,53.58780322120158
E05010745,Thorne & Moorends,-0.9332525248136321,53.62438113442451
E05010746,Tickhill & Wadsworth,-1.1344010421265693,53.4519198498879
E05010747,Town,-1.124403814630794,53.52160997378672
E05010748,Wheatley Hills & Intake,-1.0945514306101534,53.534715615148095
E05010755,Blunsdon and Highworth,-1.7343855595424291,51.63485553699752
E05010756,Haydon Wick,-1.8002446912279682,51.59025363200968
E05010757,Penhill and Upper Stratton,-1.7698774171056484,51.594510433973376
E05010758,Admirals and Cawston,-1.2990642539074282,52.36372042950663
E05010759,Dunsmore,-1.3573475812590738,52.33900370426838
E05010760,Wolston and the Lawfords,-1.3640018364729438,52.37778969327099
E05010781,Chadlington and Churchill,-1.5285245465476844,51.89356110270667
E05010782,Charlbury and Finstock,-1.4686355596586274,51.865701418870124
E05010783,"Hailey, Minster Lovell and Leafield",-1.5174656233529191,51.81911314380064
E05010784,Abbey,-0.5129946823629246,53.233419880914504
E05010785,Birchwood,-0.6063665064276169,53.21698882569603
E05010786,Boultham,-0.5661302531488427,53.22328875652717
E05010787,Carholme,-0.5620940408920249,53.24114249712999
E05010788,Castle,-0.5439666666666666,53.246766666666666
E05010789,Glebe,-0.5099671828819469,53.24586368292624
E05010790,Hartsholme,-0.5908031681556531,53.21038134012671
E05010791,Minster,-0.5291941673981806,53.245558756566204
E05010792,Moorland,-0.5701708676339926,53.20387495015299
E05010793,Park,-0.5343930493584226,53.21801596873874
E05010794,Witham,-0.5614000850615004,53.1940475834028
E05010795,Byfleet and West Byfleet,-0.48529605575395746,51.33829449128812
E05010796,Canalside,-0.5406095841170273,51.32783340438872
E05010797,Goldsworth Park,-0.5883,51.3211
E05010798,Heathlands,-0.590297356159589,51.294088980056515
E05010799,Hoe Valley,-0.541579295010951,51.303586396223224
E05010800,Horsell,-0.5646861311232493,51.334540521295445
E05010801,Knaphill,-0.613503177774723,51.32164864246866
E05010802,Mount Hermon,-0.5417138682135563,51.31482349080735
E05010803,Pyrford,-0.510295712399601,51.324719549542515
E05010804,St John's,-0.5908252218236765,51.314110320307094
E05010805,Barnack,-0.4011607367138632,52.630848241647065
E05010806,Bretton,-0.28220501939263903,52.595402356687025
E05010807,Central,-0.24768727843214505,52.57557973157229
E05010808,Dogsthorpe,-0.22604161468918663,52.59709430700586
E05010809,East,-0.205663562145909,52.5812182500164
E05010810,"Eye, Thorney and Newborough",-0.1318436762599749,52.62387721162909
E05010811,Fletton and Stanground,-0.216998383276488,52.560795183666286
E05010812,Fletton and Woodston,-0.2603401486953904,52.564089964471016
E05010813,Glinton and Castor,-0.31741763942805057,52.617630707088395
E05010814,Gunthorpe,-0.24596740111053356,52.611696746724
E05010815,Hampton Vale,-0.28853772409800327,52.52627888132553
E05010816,Hargate and Hempsted,-0.25399376589112643,52.53908545106103
E05010817,North,-0.25137237468826196,52.59362781276549
E05010818,Orton Longueville,-0.2842175781564653,52.55368834159688
E05010819,Orton Waterville,-0.310475208833611,52.549633525514366
E05010820,Park,-0.23568929441532868,52.58747633741471
E05010821,Paston and Walton,-0.25872194489189754,52.60407238268395
E05010822,Ravensthorpe,-0.26824565073194817,52.584052987181266
E05010823,Stanground South,-0.21640205871631835,52.54855817696186
E05010824,Werrington,-0.27881126260151884,52.618950666571074
E05010825,West,-0.2869265356591275,52.57118682249868
E05010826,Wittering,-0.42992275054027446,52.5951965948538
E05010827,Berechurch,0.9006329850729109,51.85904045724274
E05010828,Castle,0.8954211273215106,51.89408682695398
E05010829,Greenstead,0.9357174569030224,51.889630047001226
E05010830,Highwoods,0.9194792602608788,51.9165280916689
E05010831,Lexden and Braiswick,0.8257954945618982,51.90387378518468
E05010832,Marks Tey and Layer,0.809045238063921,51.83500872960025
E05010833,Mersea and Pyefleet,0.9298359657926382,51.81185290683753
E05010834,Mile End,0.8935027801812353,51.91251381956282
E05010835,New Town and Christ Church,0.8963286133345338,51.88303065170924
E05010836,Old Heath and The Hythe,0.9293705422042328,51.863537821830754
E05010837,Prettygate,0.8596888603805874,51.879750010690614
E05010838,Rural North,0.8499907350925119,51.93782524967607
E05010839,St Anne's and St John's,0.9313989311564639,51.90321340081633
E05010840,Shrub End,0.8770627736170451,51.86675869127693
E05010841,Stanway,0.8399145638846318,51.871205432138545
E05010842,Tiptree,0.7419125750749268,51.811680509908506
E05010843,Wivenhoe,0.9573793039875935,51.87299919640824
E05010844,Downhall and Rawreth,0.5845771119020657,51.60764161393367
E05010845,Foulness and The Wakerings,0.8868587839324726,51.59080892032252
E05010846,Hawkwell East,0.6943778518716099,51.59471071396817
E05010847,Hawkwell West,0.6713788192514165,51.594948580568136
E05010848,Hockley,0.6420769131173384,51.606508626836685
E05010849,Hockley and Ashingdon,0.6820634387283906,51.61760998365008
E05010850,Hullbridge,0.6266638904617193,51.62014444681974
E05010851,Lodge,0.6277443725184483,51.57900287870284
E05010852,Roche North and Rural,0.7634128635216642,51.60661877669184
E05010853,Roche South,0.7157299178787073,51.57454944539538
E05010854,Sweyne Park and Grange,0.5987666666666667,51.5927
E05010855,Trinity,0.6219053382170897,51.591415311339475
E05010856,Wheatley,0.5927068710863064,51.58498450895423
E05010857,Beauchief and Greenhill,-1.488402424336812,53.32791727181107
E05010858,Beighton,-1.3573117859446986,53.34329800417275
E05010859,Birley,-1.4076034366972545,53.344812872230136
E05010860,Broomhill and Sharrow Vale,-1.4966205167103908,53.375861947834686
E05010861,Burngreave,-1.459459880628336,53.40243404758937
E05010862,City,-1.4700011654894727,53.380540277443345
E05010863,Crookes and Crosspool,-1.5218139776530497,53.38287650663029
E05010864,Darnall,-1.411407994266338,53.3972131351589
E05010865,Dore and Totley,-1.5612894845824885,53.32975496528353
E05010866,East Ecclesfield,-1.4614938002704307,53.45078849108852
E05010867,Ecclesall,-1.5111838841696694,53.35344449238346
E05010868,Firth Park,-1.4624809533387642,53.41956046047758
E05010869,Fulwood,-1.5837877574930912,53.36493812302428
E05010870,Gleadless Valley,-1.4550896340377206,53.352686991899375
E05010871,Graves Park,-1.4689231426337017,53.34163980048417
E05010872,Hillsborough,-1.502247257995961,53.40681468813091
E05010873,Manor Castle,-1.4333845278149042,53.373581466459775
E05010874,Mosborough,-1.3565524584164372,53.32669169914667
E05010875,Nether Edge and Sharrow,-1.4865677987647123,53.36258579119745
E05010876,Park and Arbourthorne,-1.4440635766297156,53.3613190628062
E05010877,Richmond,-1.4081917654151426,53.36042308050221
E05010878,Shiregreen and Brightside,-1.4341808047258184,53.42443878691812
E05010879,Southey,-1.4922996801713164,53.42392913314839
E05010880,Stannington,-1.6118335884898511,53.410513863625816
E05010881,Stocksbridge and Upper Don,-1.6547911553400805,53.46307757392222
E05010882,Walkley,-1.498321548846464,53.39263073931561
E05010883,West Ecclesfield,-1.4954996711693191,53.45649845974621
E05010884,Woodhouse,-1.3734927255642875,53.36353799486128
E05010885,Ashley,-2.58193570575715,51.46894411047085
E05010886,Avonmouth and Lawrence Weston,-2.6748624449775855,51.507518420714554
E05010887,Bedminster,-2.623329737050952,51.43785690245666
E05010888,Bishopston and Ashley Down,-2.587655610771925,51.481526875384546
E05010889,Bishopsworth,-2.6155126267998803,51.42266147508499
E05010890,Brislington East,-2.5356231553741906,51.43819248296569
E05010891,Brislington West,-2.548484636955199,51.433677033700604
E05010892,Central,-2.5946113623387004,51.4549738380724
E05010893,Clifton,-2.61998195546315,51.457740068574346
E05010894,Clifton Down,-2.6119111212852744,51.4649540997253
E05010895,Cotham,-2.6005190415642403,51.46685844141166
E05010896,Easton,-2.558425210321908,51.4633461655174
E05010897,Eastville,-2.546189510328194,51.473693185138586
E05010898,Filwood,-2.5917499227751315,51.425723296239724
E05010899,Frome Vale,-2.531745703819675,51.4867991074901
E05010900,Hartcliffe and Withywood,-2.609705371216637,51.409080200202474
E05010901,Henbury and Brentry,-2.617721398891193,51.50940647993218
E05010902,Hengrove and Whitchurch Park,-2.5775517326099675,51.411188496456234
E05010903,Hillfields,-2.520786293993981,51.473659918024104
E05010904,Horfield,-2.5869637505750793,51.49537838293756
E05010905,Hotwells and Harbourside,-2.6113333333333335,51.4509
E05010906,Knowle,-2.5718216848529685,51.43308358917452
E05010907,Lawrence Hill,-2.5699360523246124,51.45472670909015
E05010908,Lockleaze,-2.5650168653144667,51.48687447472565
E05010909,Redland,-2.60275271015435,51.47506451957267
E05010910,St George Central,-2.527165736142035,51.4621072786436
E05010911,St George Troopers Hill,-2.533976960456779,51.45383408451275
E05010912,St George West,-2.5468227665786567,51.45962634564072
E05010913,Southmead,-2.5985512735326686,51.50336792174234
E05010914,Southville,-2.600562909948448,51.44306495831962
E05010915,Stockwood,-2.550584070207293,51.41925592374035
E05010916,Stoke Bishop,-2.6350624565554988,51.477156898617174
E05010917,Westbury-on-Trym and Henleaze,-2.617261816667855,51.49001721742441
E05010918,Windmill Hill,-2.5860312465775324,51.43896132383046
E05010921,Banbury Cross and Neithrop,-1.3398207151544992,52.06710143493542
E05010922,Banbury Grimsbury and Hightown,-1.3179183478137322,52.06652052632154
E05010923,Banbury Hardwick,-1.347345869482944,52.079403308269605
E05010924,Banbury Ruscote,-1.361259069706614,52.06272470537803
E05010925,Bicester East,-1.1410222092132674,51.90313428607668
E05010926,Bicester North and Caversfield,-1.1652101602367557,51.915914844689496
E05010928,Bicester West,-1.1672157151885396,51.903932315146406
E05010929,"Cropredy, Sibfords and Wroxton",-1.3976711813176959,52.08101737841372
E05010930,Deddington,-1.3596479076033192,51.97854346181186
E05010932,Kidlington East,-1.274020892716509,51.80446733413826
E05010933,Kidlington West,-1.3095022328670474,51.81761625159241
E05010934,Launton and Otmoor,-1.180653591301135,51.8506569145244
E05010935,Cherryfield,-2.899985277094906,53.47089469619249
E05010936,Halewood North,-2.819181773573744,53.378993328007354
E05010937,Halewood South,-2.8220979253225678,53.35910398227134
E05010938,Northwood,-2.854671863009265,53.47823574272079
E05010939,Page Moss,-2.8586108289353005,53.42037721893936
E05010940,Prescot North,-2.832756736163323,53.446533025731114
E05010941,Prescot South,-2.793621416874946,53.42170490103134
E05010942,Roby,-2.8556738263917745,53.40559507884985
E05010943,Shevington,-2.8861584657930788,53.49612732849155
E05010944,St Gabriels,-2.8250007570069244,53.40663465458266
E05010945,St Michaels,-2.832473655680936,53.42012421475547
E05010946,Stockbridge,-2.853213498246093,53.430612539292056
E05010947,Swanside,-2.872109141038853,53.41182689338468
E05010948,Whiston and Cronton,-2.783841560899783,53.395862146529566
E05010949,Whitefield,-2.8981263176638183,53.48302661146724
E05010950,Abbeydale,-2.2100940557644955,51.84213551739242
E05010951,Abbeymead,-2.196981922068191,51.84526127013863
E05010952,Barnwood,-2.20596893993656,51.859207860943414
E05010953,Barton and Tredworth,-2.2331907315528348,51.85764861419004
E05010954,Coney Hill,-2.2214607129106123,51.853182647374716
E05010955,Elmbridge,-2.2143730353856927,51.868546247729235
E05010956,Grange,-2.264033378958397,51.830646382101456
E05010957,Hucclecote,-2.1890918007767053,51.85482370914366
E05010958,Kingsholm and Wotton,-2.2374071130902378,51.87280107937042
E05010959,Kingsway,-2.2626227560894225,51.82243380046713
E05010960,Longlevens,-2.2197221289335807,51.8787681083016
E05010961,"Matson, Robinswood and White City",-2.2259055811571935,51.83602085459065
E05010962,Moreland,-2.2456253104479553,51.85018273483158
E05010963,Podsmead,-2.258619237367867,51.84221651078274
E05010964,Quedgeley Fieldcourt,-2.2739634070178316,51.81949441750897
E05010965,Quedgeley Severn Vale,-2.285538085654767,51.832215596276285
E05010966,Tuffley,-2.2473280640172555,51.83191573774495
E05010967,Westgate,-2.2634465060031537,51.8588764663538
E05010969,Berkeley Vale,-2.4384754339616945,51.69740346240434
E05010972,Cam East,-2.349412391745646,51.69483831447298
E05010973,Cam West,-2.3735209619028956,51.706071557211004
E05010975,Coaley and Uley,-2.3089142833221787,51.69980239829002
E05010976,Dursley,-2.3493361221547624,51.67892820736723
E05010981,Painswick and Upton,-2.1689103681659456,51.7943719530725
E05010982,"Randwick, Whiteshill and Ruscombe",-2.245357696361954,51.75767370505147
E05010986,Stroud Central,-2.2253898754410595,51.74503391914297
E05010987,Stroud Farmhill and Paganhill,-2.235855430034644,51.75112533012
E05010988,Stroud Slade,-2.1971281778861513,51.74654891578855
E05010990,Stroud Uplands,-2.2173277984542707,51.753857008560836
E05010991,Stroud Valley,-2.2021117176152303,51.75041033718081
E05010992,The Stanleys,-2.293228998797365,51.72807838095217
E05010995,Alresford and Itchen Valley,-1.1910202751044858,51.0988833267569
E05010996,Badger Farm and Oliver's Battery,-1.3813702232539138,51.03146222713711
E05010997,Bishop's Waltham,-1.2279431345347116,50.957163029653685
E05010998,Central Meon Valley,-1.119960981353661,50.93989222526427
E05010999,Colden Common and Twyford,-1.307528289452781,51.01216544998805
E05011000,Denmead,-1.0706310388678308,50.9031537708174
E05011001,St Barnabas,-1.3350358249581238,51.07741134840871
E05011002,St Bartholomew,-1.3044079907445705,51.06902978653201
E05011003,St Luke,-1.3385955944685537,51.05362026139824
E05011004,St Michael,-1.308053673134907,51.052425329730134
E05011005,St Paul,-1.3371895680931931,51.064351688632215
E05011006,Southwick and Wickham,-1.1351604012839565,50.88273817453712
E05011007,The Worthys,-1.314050984442749,51.10025936357596
E05011008,Upper Meon Valley,-1.1747257994881088,51.01801005051746
E05011009,Whiteley and Shedfield,-1.2329057595486435,50.90865419307201
E05011010,Wonston and Micheldever,-1.312511434598399,51.13655277016
E05011011,Alphington,-3.5318294540921578,50.703240751568096
E05011012,Duryard and St James,-3.5354936850911787,50.73875747202355
E05011013,Exwick,-3.5544044976040188,50.73126603510882
E05011014,Heavitree,-3.501556043990821,50.72513570060923
E05011015,Mincinglake and Whipton,-3.4957247621550906,50.740949801657436
E05011016,Newtown and St Leonard's,-3.517418143993703,50.722583768613006
E05011017,Pennsylvania,-3.5172447354564422,50.74509664306934
E05011018,Pinhoe,-3.474368723695617,50.73680495537939
E05011019,Priory,-3.5012448949782753,50.70926214001326
E05011020,St David's,-3.5291170496629,50.71863425125819
E05011021,St Loyes,-3.477079267420834,50.718732960455306
E05011022,St Thomas,-3.55271162851881,50.715924704025255
E05011023,Topsham,-3.473654554064557,50.695264898830025
E05011024,Appleton,-2.5874002186622467,53.34709536349722
E05011025,Bewsey and Whitecross,-2.6040668188171514,53.398402756821866
E05011026,Birchwood,-2.5167332690961115,53.425029891314274
E05011027,Burtonwood and Winwick,-2.6308203182576677,53.4306602124991
E05011028,Chapelford and Old Hall,-2.6317729934178216,53.40129050145257
E05011029,"Culcheth, Glazebury and Croft",-2.525770893040984,53.45048182119688
E05011030,Fairfield and Howley,-2.5780533607568885,53.39267641299877
E05011031,Grappenhall,-2.538206083394256,53.35840210208663
E05011032,Great Sankey North and Whittle Hall,-2.659345550749343,53.40039545008162
E05011033,Great Sankey South,-2.6307631226648365,53.388912799690644
E05011034,Latchford East,-2.5552625865552843,53.38500004004337
E05011035,Latchford West,-2.57932793486259,53.37887663755319
E05011036,Lymm North and Thelwall,-2.4873480183907097,53.38417024217789
E05011037,Lymm South,-2.476856051799699,53.372523561650034
E05011038,Orford,-2.5862635296674643,53.40608272560592
E05011039,Penketh and Cuerdley,-2.6724062363788756,53.377837538223616
E05011040,Poplars and Hulme,-2.584502290355452,53.416146196727205
E05011041,Poulton North,-2.552283505056722,53.414578961985306
E05011042,Poulton South,-2.560114367439147,53.39964872540446
E05011043,Rixton and Woolston,-2.4989853238845576,53.40764052105541
E05011044,Stockton Heath,-2.5827235207791324,53.36993616836769
E05011045,Westbrook,-2.6262914928985484,53.41221957916677
E05011046,Callowland,-0.3986149710364999,51.67041493729261
E05011047,Central,-0.3939211241716251,51.65525168577371
E05011048,Holywell,-0.41766389967904155,51.64684184382136
E05011049,Leggatts,-0.4070804884126598,51.67953384832627
E05011050,Meriden,-0.38185529910534627,51.68471579733291
E05011051,Nascot,-0.4133389286595898,51.67356049535094
E05011052,Oxhey,-0.38869634376004714,51.643777764916635
E05011053,Park,-0.42129838845144263,51.66465655759697
E05011054,Stanborough,-0.3974,51.68666666666667
E05011055,Tudor,-0.38732237347178716,51.67008746255741
E05011056,Vicarage,-0.4044638275058275,51.65140220979021
E05011057,Woodside,-0.4039266132678764,51.69280883017893
E05011058,Brookmans Park and Little Heath,-0.17357296197338065,51.74309779401538
E05011059,Haldens,-0.18372430165576978,51.80692076494579
E05011060,Handside,-0.21650713746735126,51.798983625810195
E05011061,Hatfield Central,-0.22511864662518458,51.771478863038695
E05011062,Hatfield East,-0.20117030560205992,51.76514520214159
E05011063,Hatfield South West,-0.23593552730503778,51.75352510423075
E05011064,Hatfield Villages,-0.24920031703392365,51.78471446956706
E05011065,Hollybush,-0.20168591705529873,51.78682114160281
E05011066,Howlands,-0.18016535618869292,51.78839213323193
E05011067,Northaw and Cuffley,-0.13360653595567676,51.712561671610544
E05011068,Panshanger,-0.16506242373119642,51.7990945648812
E05011069,Peartree,-0.19653217129093412,51.79767920642801
E05011070,Sherrards,-0.21062601834773895,51.81509076947187
E05011071,Welham Green and Hatfield South,-0.2269928062434743,51.728603447527746
E05011072,Welwyn East,-0.18576121012558458,51.83492865230202
E05011073,Welwyn West,-0.2304487986543367,51.83216857296198
E05011074,Claygate,-0.33753013404428645,51.36086652595719
E05011075,Cobham and Downside,-0.41486813008511436,51.32267328505651
E05011076,Esher,-0.3721656950852014,51.363506587985206
E05011077,Hersham Village,-0.40097848609934106,51.366143095231585
E05011078,Hinchley Wood and Weston Green,-0.3404775740907765,51.37768835501662
E05011079,Long Ditton,-0.3201037187064203,51.38386055293623
E05011080,Molesey East,-0.35837236435731434,51.39964785723744
E05011081,Molesey West,-0.3762823197722869,51.39925122244229
E05011082,Oatlands and Burwood Park,-0.42940718207879747,51.36736162946796
E05011083,Oxshott and Stoke D'Abernon,-0.3636543677255629,51.3321555876433
E05011084,Thames Ditton,-0.3399409486354427,51.39152774401144
E05011085,Walton Central,-0.42086838033002594,51.384007585839164
E05011086,Walton North,-0.40030834764506823,51.39631243877758
E05011087,Walton South,-0.3949104217032151,51.3815594104888
E05011088,Weybridge Riverside,-0.4531754574551799,51.372004938666365
E05011089,Weybridge St George's Hill,-0.44502111420463414,51.34768366571945
E05011093,St Mary's,-6.296879021370081,49.92217108048732
E05011094,Tresco,-6.3341239195800485,49.954000716282025
E05011095,Borough & Bankside,-0.09951078779363534,51.504060013803645
E05011096,Camberwell Green,-0.09642027452783597,51.47756556140261
E05011097,Champion Hill,-0.08486978019745729,51.46369805929116
E05011098,Chaucer,-0.09264214682031684,51.49746679470764
E05011099,Dulwich Hill,-0.06649609482533093,51.450748803876735
E05011100,Dulwich Village,-0.0878270166856884,51.44962547203652
E05011101,Dulwich Wood,-0.07904286934849149,51.43555171166624
E05011102,Faraday,-0.08496955013073434,51.48514688072722
E05011103,Goose Green,-0.07560475227187954,51.45787230486742
E05011104,London Bridge & West Bermondsey,-0.0824102319005724,51.50034812095124
E05011105,Newington,-0.1020533749031212,51.484653491157616
E05011106,North Bermondsey,-0.06443221750746501,51.49817631620304
E05011107,North Walworth,-0.09257589835392714,51.49105369456694
E05011108,Nunhead & Queen's Road,-0.056295002622765475,51.47087659484324
E05011109,Old Kent Road,-0.06399592486228647,51.48369948693403
E05011110,Peckham,-0.0728064358901852,51.47793351913937
E05011111,Peckham Rye,-0.05381417092233596,51.457678473938216
E05011112,Rotherhithe,-0.04988385550619577,51.49590861390382
E05011113,Rye Lane,-0.06943227676672714,51.468200645803954
E05011114,St George's,-0.10487744369767683,51.496520382030425
E05011115,St Giles,-0.08490930051589421,51.47371815911078
E05011116,South Bermondsey,-0.06957136400418566,51.491981267886395
E05011117,Surrey Docks,-0.04036666666666667,51.496766666666666
E05011118,Acocks Green,-1.823057928761862,52.44292306663311
E05011119,Allens Cross,-1.978514318366448,52.41730041306952
E05011120,Alum Rock,-1.8498865196726921,52.48912514772894
E05011121,Aston,-1.8850236755622078,52.509810161909186
E05011122,Balsall Heath West,-1.8935095610342758,52.45966596512327
E05011123,Bartley Green,-1.9950332409617872,52.43532992744465
E05011124,Billesley,-1.8704433834725562,52.42163262417403
E05011125,Birchfield,-1.9126907146973564,52.510317393062046
E05011126,Bordesley & Highgate,-1.8767558291233748,52.47494970387316
E05011127,Bordesley Green,-1.8580549362027403,52.471618614184074
E05011128,Bournbrook & Selly Park,-1.9231514809832235,52.44150461561932
E05011129,Bournville & Cotteridge,-1.9429933040374077,52.42419686364191
E05011130,Brandwood & King's Heath,-1.9002693264083776,52.42418187439591
E05011131,Bromford & Hodge Hill,-1.8071781617692357,52.50019253372759
E05011132,Castle Vale,-1.7869603861296903,52.51637877235425
E05011133,Druids Heath & Monyhull,-1.8999387164630768,52.410697702082636
E05011134,Edgbaston,-1.9255272240798014,52.460064310245286
E05011135,Erdington,-1.8341921467638587,52.52832890808965
E05011136,Frankley Great Park,-2.0047595355972394,52.403773443274524
E05011137,Garretts Green,-1.7845,52.474599999999995
E05011138,Glebe Farm & Tile Cross,-1.7859016304947852,52.48429791732848
E05011139,Gravelly Hill,-1.8471355509114138,52.51385385270328
E05011140,Hall Green North,-1.8437118674471047,52.43536288839031
E05011141,Hall Green South,-1.8463666666666667,52.419866666666664
E05011142,Handsworth,-1.930423094267133,52.50761645299667
E05011143,Handsworth Wood,-1.9381578888854436,52.52138460432101
E05011144,Harborne,-1.959475331034277,52.458396708127694
E05011145,Heartlands,-1.8329117426678858,52.47931406840674
E05011146,Highter's Heath,-1.877457146294314,52.40755812446591
E05011147,Holyhead,-1.949242836240855,52.50763672106547
E05011148,King's Norton North,-1.939502145307291,52.40685190589871
E05011149,King's Norton South,-1.931760975554805,52.397759103300665
E05011150,Kingstanding,-1.8776626671654353,52.543902227313815
E05011151,Ladywood,-1.9118437176012435,52.477736577814035
E05011152,Longbridge & West Heath,-1.9738765402537652,52.3945442245619
E05011153,Lozells,-1.9090583265637688,52.50146818958515
E05011154,Moseley,-1.8863077006196662,52.442591319528674
E05011155,Nechells,-1.869931715679263,52.49501993275666
E05011156,Newtown,-1.899110055521283,52.493199814929056
E05011157,North Edgbaston,-1.9456230793822225,52.480411212087354
E05011158,Northfield,-1.9764721092902142,52.40761117798875
E05011159,Oscott,-1.8974905738748145,52.54842899861159
E05011160,Perry Barr,-1.9064868760924187,52.53063503817159
E05011161,Perry Common,-1.860369697520486,52.53739225700913
E05011162,Pype Hayes,-1.811419771074832,52.51746838326923
E05011163,Quinton,-1.9913785179836887,52.457941263805324
E05011164,Rubery & Rednal,-2.0052304887535937,52.392779268278936
E05011165,Shard End,-1.7731593674889305,52.49578197343453
E05011166,Sheldon,-1.778734985035697,52.461274640434574
E05011167,Small Heath,-1.8439956362273449,52.46741672422563
E05011168,Soho & Jewellery Quarter,-1.9283531425398333,52.49428278037135
E05011169,South Yardley,-1.8120523536827484,52.45772173972959
E05011170,Sparkbrook & Balsall Heath East,-1.867117647157601,52.45966325988467
E05011171,Sparkhill,-1.8638525965267245,52.447172432979265
E05011172,Stirchley,-1.9182087862009243,52.42741244104177
E05011173,Stockland Green,-1.8643039882557721,52.52465763189527
E05011174,Sutton Four Oaks,-1.8486751245688002,52.58604414207232
E05011175,Sutton Mere Green,-1.82991014298375,52.59577827998727
E05011176,Sutton Reddicap,-1.7907791451223711,52.56538514305412
E05011177,Sutton Roughley,-1.8024272621686164,52.582764721406114
E05011178,Sutton Trinity,-1.8296337471636483,52.565903863460086
E05011179,Sutton Vesey,-1.8580223921444357,52.559994343924195
E05011180,Sutton Walmley & Minworth,-1.7755128140910066,52.537738677317975
E05011181,Sutton Wylde Green,-1.8221200566055422,52.54332086306403
E05011182,Tyseley & Hay Mills,-1.8340145493332134,52.456390698729415
E05011183,Ward End,-1.834756079472106,52.496599031543
E05011184,Weoley & Selly Oak,-1.9603971787795154,52.43658877740724
E05011185,Yardley East,-1.8016039586710333,52.47455268340556
E05011186,Yardley West & Stechford,-1.8165196344612944,52.47532046884312
E05011187,Bishopstoke,-1.3288112463902046,50.97153547495283
E05011188,Botley,-1.2814891221958087,50.91686209443554
E05011189,Bursledon & Hound North,-1.320657694009799,50.88843672000948
E05011190,Chandler's Ford,-1.383788771112966,50.980136110510216
E05011191,Eastleigh Central,-1.3571269521687694,50.96655847292131
E05011192,Eastleigh North,-1.3535959080469757,50.97861744731103
E05011193,Eastleigh South,-1.3656027927169054,50.95569612518629
E05011194,Fair Oak & Horton Heath,-1.2963102515015996,50.96565303184734
E05011195,Hamble & Netley,-1.3372130278346135,50.87032707253986
E05011196,Hedge End North,-1.296004595189184,50.9261119687632
E05011197,Hedge End South,-1.3086135225850486,50.91257973540157
E05011198,Hiltingbury,-1.3781857553449657,50.99497562702512
E05011199,West End North,-1.3276249610149673,50.94069225415528
E05011200,West End South,-1.332461851316659,50.922481323157356
E05011201,Ashdown,0.5396575639470372,50.884799902778134
E05011202,Baird,0.591695842305341,50.87475667650264
E05011203,Braybrooke,0.5751087860660102,50.86376522199161
E05011204,Castle,0.582062453186483,50.85824162420483
E05011205,Central St Leonards,0.557772924222179,50.853507813195904
E05011206,Conquest,0.5668837437732407,50.88283971795411
E05011207,Gensing,0.5594019402457356,50.85961217478417
E05011208,Hollington,0.5379259296299653,50.87514939539958
E05011209,Maze Hill,0.5463776163048294,50.85872915965145
E05011210,Old Hastings,0.5993474034620508,50.861510741233914
E05011211,Ore,0.622660488836859,50.8718077873248
E05011212,St Helens,0.5766557593045364,50.87549622385221
E05011213,Silverhill,0.5583388035593245,50.871647707639276
E05011214,Tressell,0.5971237340706466,50.86864251253966
E05011215,West St Leonards,0.5274613763027731,50.856458796395586
E05011216,Wishing Tree,0.5451839826455214,50.86874216753291
E05011217,Barnehurst,0.16980764889995595,51.46748716349486
E05011218,Belvedere,0.14701272036228372,51.4896744767912
E05011219,Bexleyheath,0.1482000956578183,51.45879605001537
E05011220,Blackfen & Lamorbey,0.09388478632295742,51.44409593548134
E05011221,Blendon & Penhill,0.12075419139282659,51.442890683220384
E05011222,Crayford,0.17666505752077563,51.45361170344184
E05011223,Crook Log,0.12911215439189588,51.46007773039473
E05011224,East Wickham,0.10175314779789207,51.46656677924885
E05011225,Erith,0.17202480429189262,51.482566113757045
E05011226,Falconwood & Welling,0.10457094786730022,51.45749543443918
E05011227,Longlands,0.08866701105273271,51.43026751880142
E05011228,Northumberland Heath,0.15692370338101091,51.475480202005535
E05011229,St Mary's & St James,0.14416277302984887,51.4290368212991
E05011230,Sidcup,0.111182834007557,51.42523947210318
E05011231,Slade Green & Northend,0.19704404924249572,51.471375586731675
E05011232,Thamesmead East,0.13466955250495008,51.50043858776174
E05011233,West Heath,0.12948818090019004,51.47554021239661
E05011234,Aldborough,0.11026618964341252,51.59043509073208
E05011235,Barkingside,0.07000493396859969,51.58100321576653
E05011236,Bridge,0.05277707992152484,51.60632002719522
E05011237,Chadwell,0.12370707339241069,51.57505016587139
E05011238,Churchfields,0.027349799391341884,51.59956571579405
E05011239,Clayhall,0.051698699688616886,51.58453992715181
E05011240,Clementswood,0.08103333333333333,51.5554
E05011241,Cranbrook,0.056234672423502906,51.57165973343345
E05011242,Fairlop,0.08925453473093171,51.60043099205638
E05011243,Fullwell,0.06115756981580689,51.593618131313136
E05011244,Goodmayes,0.10985140611334519,51.56150815638088
E05011245,Hainault,0.12572088232489084,51.61041938385311
E05011246,Ilford Town,0.07976885460679158,51.561047122596705
E05011247,Loxford,0.07570774706268978,51.54990872092469
E05011248,Mayfield,0.09417279727528527,51.55373864257861
